loan_id,loan_type,current_balance,credit_limit,EAD
2796,term,5018.99,,5018.99
2797,term,9162.8,,9162.8
2798,term,30794.17,,30794.17
2799,revolving,5383.09,13356.9,9369.99
2800,term,894.28,,894.28
2801,term,889.75,,889.75
2802,revolving,566.78,1159.84,863.31
2803,term,22157.35,,22157.35
2804,term,6241.68,,6241.68
2805,term,5159.01,,5159.01
2806,term,855.35,,855.35
2807,term,14290.93,,14290.93
2808,revolving,1513.92,2712.8,2113.36
2809,term,24678.85,,24678.85
2810,revolving,4984.99,12573.52,8779.26
2811,term,4552.23,,4552.23
2812,term,11379.51,,11379.51
2813,term,6011.62,,6011.62
2814,term,2178.33,,2178.33
2815,term,9630.92,,9630.92
2816,revolving,16681.0,47261.79,31971.4
2817,term,9451.28,,9451.28
2818,term,1471.78,,1471.78
2819,term,18683.31,,18683.31
2820,term,17070.86,,17070.86
2821,term,1060.51,,1060.51
2822,term,2836.71,,2836.71
2823,term,9497.24,,9497.24
2824,revolving,1332.97,3437.15,2385.06
2825,term,1957.16,,1957.16
2826,term,14657.41,,14657.41
2827,revolving,13915.93,29138.81,21527.37
2828,term,8732.19,,8732.19
2829,term,4658.41,,4658.41
2830,term,631.83,,631.83
2831,revolving,4751.12,12441.77,8596.44
2832,term,1266.03,,1266.03
2833,revolving,6922.37,13410.94,10166.66
2834,term,2882.5,,2882.5
2835,revolving,31861.03,84650.23,58255.63
2836,revolving,1039.69,2730.7,1885.2
2837,revolving,1839.54,3037.74,2438.64
2838,term,8454.45,,8454.45
2839,term,1766.69,,1766.69
2840,revolving,6544.09,10778.2,8661.14
2841,term,72922.12,,72922.12
2842,term,5924.06,,5924.06
2843,term,2978.89,,2978.89
2844,revolving,3686.55,9356.98,6521.76
2845,revolving,11503.35,20855.47,16179.41
2846,revolving,7277.37,21525.35,14401.36
2847,revolving,682.27,1565.66,1123.97
2848,revolving,16082.03,34236.73,25159.38
2849,term,3405.77,,3405.77
2850,revolving,848.79,2093.99,1471.39
2851,revolving,3439.5,6792.05,5115.77
2852,revolving,2148.93,6329.41,4239.17
2853,term,8221.41,,8221.41
2854,revolving,7828.6,20658.14,14243.37
2855,term,4832.71,,4832.71
2856,term,12082.96,,12082.96
2857,revolving,2701.6,4195.71,3448.66
2858,term,38507.24,,38507.24
2859,term,4108.69,,4108.69
2860,term,4011.12,,4011.12
2861,revolving,1315.83,3697.45,2506.64
2862,revolving,2458.39,5562.75,4010.57
2863,term,6062.19,,6062.19
2864,term,10240.86,,10240.86
2865,revolving,8901.09,14693.09,11797.09
2866,revolving,1524.08,2466.18,1995.13
2867,term,19663.49,,19663.49
2868,term,6511.52,,6511.52
2869,term,14663.42,,14663.42
2870,term,1215.77,,1215.77
2871,term,8715.01,,8715.01
2872,term,15429.31,,15429.31
2873,term,1073.81,,1073.81
2874,term,1028.89,,1028.89
2875,term,12395.69,,12395.69
2876,revolving,19333.1,53959.26,36646.18
2877,term,24111.34,,24111.34
2878,term,6521.23,,6521.23
2879,term,4266.4,,4266.4
2880,term,17732.99,,17732.99
2881,term,5865.05,,5865.05
2882,term,2848.81,,2848.81
2883,term,9705.33,,9705.33
2884,revolving,17346.18,26037.5,21691.84
2885,term,40237.25,,40237.25
2886,term,4597.82,,4597.82
2887,revolving,3872.87,8566.16,6219.52
2888,term,6781.68,,6781.68
2889,term,5419.93,,5419.93
2890,term,7784.02,,7784.02
2891,revolving,25811.96,45875.97,35843.96
2892,term,17662.59,,17662.59
2893,term,6833.25,,6833.25
2894,term,14273.95,,14273.95
2895,term,6916.37,,6916.37
2896,revolving,7256.56,18050.78,12653.67
2897,term,2714.63,,2714.63
2898,revolving,9790.3,26297.82,18044.06
2899,term,7322.71,,7322.71
2900,revolving,10223.19,19316.7,14769.94
2901,term,7500.95,,7500.95
2902,revolving,10502.16,28877.05,19689.6
2903,revolving,10279.52,22759.8,16519.66
2904,term,3550.65,,3550.65
2905,term,825.37,,825.37
2906,revolving,6528.98,17554.25,12041.62
2907,term,12295.85,,12295.85
2908,revolving,29629.72,68287.32,48958.52
2909,revolving,8183.59,19276.01,13729.8
2910,term,17809.12,,17809.12
2911,term,13489.01,,13489.01
2912,revolving,16107.35,37061.14,26584.25
2913,revolving,10222.81,26888.93,18555.87
2914,term,11164.17,,11164.17
2915,term,3145.02,,3145.02
2916,revolving,5781.57,16279.62,11030.6
2917,revolving,15354.54,40490.67,27922.6
2918,revolving,7319.19,12249.72,9784.46
2919,term,22069.71,,22069.71
2920,term,1106.93,,1106.93
2921,term,3815.83,,3815.83
2922,revolving,8109.13,20577.52,14343.32
2923,revolving,4837.07,9005.98,6921.52
2924,term,16630.51,,16630.51
2925,term,9631.24,,9631.24
2926,term,10712.01,,10712.01
2927,revolving,4240.12,10795.9,7518.01
2928,term,14057.5,,14057.5
2929,revolving,2429.52,6956.81,4693.17
2930,term,41326.59,,41326.59
2931,term,6776.68,,6776.68
2932,term,10041.68,,10041.68
2933,term,1970.45,,1970.45
2934,term,4893.63,,4893.63
2935,revolving,12168.74,22922.66,17545.7
2936,term,19712.1,,19712.1
2937,revolving,6235.46,18423.36,12329.41
2938,term,17530.1,,17530.1
2939,term,29373.77,,29373.77
2940,term,11554.98,,11554.98
2941,term,2708.24,,2708.24
2942,term,6632.98,,6632.98
2943,revolving,21214.62,40521.12,30867.87
2944,term,6821.17,,6821.17
2945,term,726.01,,726.01
2946,term,9381.38,,9381.38
2947,revolving,2574.15,5343.77,3958.96
2948,revolving,13392.08,23501.05,18446.56
2949,revolving,2155.95,3695.57,2925.76
2950,term,38800.76,,38800.76
2951,term,21046.43,,21046.43
2952,term,8402.9,,8402.9
2953,term,12114.32,,12114.32
2954,revolving,6504.05,13953.68,10228.86
2955,term,4396.76,,4396.76
2956,term,14142.58,,14142.58
2957,term,6096.8,,6096.8
2958,term,9688.83,,9688.83
2959,revolving,9702.72,21856.27,15779.5
2960,revolving,8677.96,14756.45,11717.2
2961,term,10020.25,,10020.25
2962,revolving,2264.99,3690.84,2977.92
2963,term,2993.12,,2993.12
2964,revolving,15820.82,46027.12,30923.97
2965,term,13558.58,,13558.58
2966,term,710.9,,710.9
2967,term,1341.75,,1341.75
2968,revolving,6411.18,12325.31,9368.24
2969,term,3799.15,,3799.15
2970,term,10861.8,,10861.8
2971,term,4942.64,,4942.64
2972,revolving,4615.97,9069.48,6842.72
2973,term,15228.58,,15228.58
2974,term,18787.49,,18787.49
2975,term,1150.48,,1150.48
2976,term,2069.22,,2069.22
2977,term,3287.04,,3287.04
2978,term,27291.95,,27291.95
2979,term,25515.14,,25515.14
2980,revolving,9967.22,20853.04,15410.13
2981,term,1355.28,,1355.28
2982,revolving,9523.94,26657.99,18090.97
2983,term,10094.34,,10094.34
2984,term,781.32,,781.32
2985,term,2658.62,,2658.62
2986,term,5280.74,,5280.74
2987,term,771.29,,771.29
2988,term,8939.32,,8939.32
2989,term,7795.09,,7795.09
2990,term,7832.16,,7832.16
2991,term,2136.2,,2136.2
2992,revolving,13193.45,33095.25,23144.35
2993,term,1572.8,,1572.8
2994,term,12083.09,,12083.09
2995,term,3210.94,,3210.94
2996,revolving,3746.85,8697.88,6222.36
2997,term,935.04,,935.04
2998,revolving,1310.24,2613.88,1962.06
2999,term,23116.01,,23116.01
3000,term,19434.83,,19434.83
3001,revolving,13372.62,38161.64,25767.13
3002,revolving,514.82,953.16,733.99
3003,revolving,3860.44,8830.47,6345.46
3004,term,1582.7,,1582.7
3005,revolving,45044.45,125587.51,85315.98
3006,term,2669.43,,2669.43
3007,term,19764.98,,19764.98
3008,term,8095.29,,8095.29
3009,term,802.93,,802.93
3010,term,4299.56,,4299.56
3011,term,3804.25,,3804.25
3012,term,722.4,,722.4
3013,term,10578.29,,10578.29
3014,term,1071.26,,1071.26
3015,term,20049.69,,20049.69
3016,term,988.98,,988.98
3017,term,23197.57,,23197.57
3018,term,14009.61,,14009.61
3019,term,13652.58,,13652.58
3020,revolving,9712.41,18859.71,14286.06
3021,term,10211.12,,10211.12
3022,term,23324.15,,23324.15
3023,term,1657.16,,1657.16
3024,term,11522.35,,11522.35
3025,term,8158.1,,8158.1
3026,term,5652.07,,5652.07
3027,revolving,17943.11,34872.35,26407.73
3028,term,22833.62,,22833.62
3029,revolving,16301.28,40535.88,28418.58
3030,term,659.9,,659.9
3031,revolving,7346.33,15312.79,11329.56
3032,revolving,9699.76,28878.11,19288.93
3033,term,1631.32,,1631.32
3034,revolving,11902.83,35525.57,23714.2
3035,term,8131.07,,8131.07
3036,revolving,10532.41,18783.49,14657.95
3037,term,5526.87,,5526.87
3038,revolving,10141.38,19214.38,14677.88
3039,revolving,3303.96,4966.6,4135.28
3040,revolving,12568.36,28168.35,20368.36
3041,term,2303.1,,2303.1
3042,term,940.56,,940.56
3043,term,6815.35,,6815.35
3044,revolving,4126.89,8195.84,6161.36
3045,revolving,6030.98,13995.71,10013.34
3046,term,1778.57,,1778.57
3047,term,1291.07,,1291.07
3048,term,4206.64,,4206.64
3049,term,11946.08,,11946.08
3050,term,2195.1,,2195.1
3051,term,1341.02,,1341.02
3052,term,6071.83,,6071.83
3053,term,233.22,,233.22
3054,revolving,695.9,1337.26,1016.58
3055,term,1604.89,,1604.89
3056,revolving,3935.13,7417.31,5676.22
3057,revolving,29131.24,55527.31,42329.28
3058,term,12361.15,,12361.15
3059,term,8944.35,,8944.35
3060,term,2959.54,,2959.54
3061,term,15935.08,,15935.08
3062,revolving,3847.52,8252.63,6050.07
3063,revolving,2133.47,4900.26,3516.86
3064,revolving,12061.45,27483.01,19772.23
3065,term,10408.79,,10408.79
3066,term,5629.39,,5629.39
3067,term,22636.77,,22636.77
3068,term,24394.63,,24394.63
3069,term,15269.92,,15269.92
3070,term,31889.71,,31889.71
3071,term,29005.91,,29005.91
3072,revolving,9552.95,17225.39,13389.17
3073,revolving,27608.87,75942.88,51775.88
3074,term,5911.36,,5911.36
3075,term,8179.64,,8179.64
3076,revolving,1900.28,5544.0,3722.14
3077,term,2742.65,,2742.65
3078,term,10463.56,,10463.56
3079,term,3718.78,,3718.78
3080,term,5665.05,,5665.05
3081,term,1399.96,,1399.96
3082,revolving,3978.59,8829.63,6404.11
3083,revolving,1402.85,3273.02,2337.94
3084,term,10856.37,,10856.37
3085,term,32274.71,,32274.71
3086,term,7923.44,,7923.44
3087,term,13243.19,,13243.19
3088,term,32160.27,,32160.27
3089,term,29453.82,,29453.82
3090,revolving,9122.37,17398.28,13260.32
3091,term,253.99,,253.99
3092,term,4948.9,,4948.9
3093,revolving,9040.49,26295.56,17668.03
3094,term,7593.25,,7593.25
3095,revolving,7052.65,18505.52,12779.08
3096,term,829.77,,829.77
3097,revolving,2171.86,6272.79,4222.33
3098,term,7894.1,,7894.1
3099,term,26633.7,,26633.7
3100,term,16540.76,,16540.76
3101,term,7643.98,,7643.98
3102,term,10603.38,,10603.38
3103,revolving,2899.3,5029.38,3964.34
3104,term,11844.52,,11844.52
3105,term,12394.22,,12394.22
3106,revolving,794.65,1935.49,1365.07
3107,revolving,2209.7,3581.22,2895.46
3108,term,6086.85,,6086.85
3109,term,9923.55,,9923.55
3110,revolving,22718.63,45240.0,33979.32
3111,revolving,2615.49,5461.26,4038.38
3112,term,4983.92,,4983.92
3113,term,4744.3,,4744.3
3114,revolving,16627.89,30092.15,23360.02
3115,term,10262.53,,10262.53
3116,term,16771.47,,16771.47
3117,term,1626.21,,1626.21
3118,term,3052.63,,3052.63
3119,revolving,4059.77,11673.53,7866.65
3120,term,854.67,,854.67
3121,term,659.51,,659.51
3122,term,4644.81,,4644.81
3123,term,721.24,,721.24
3124,term,1567.82,,1567.82
3125,revolving,7868.47,12475.56,10172.02
3126,term,4150.35,,4150.35
3127,term,7716.26,,7716.26
3128,term,2291.81,,2291.81
3129,term,2974.61,,2974.61
3130,revolving,10710.84,19742.07,15226.46
3131,term,14375.56,,14375.56
3132,term,19493.76,,19493.76
3133,term,972.01,,972.01
3134,term,16920.76,,16920.76
3135,revolving,4634.91,11030.17,7832.54
3136,term,14940.3,,14940.3
3137,term,1180.95,,1180.95
3138,term,6669.41,,6669.41
3139,term,3230.78,,3230.78
3140,revolving,5990.53,15344.87,10667.7
3141,term,7820.13,,7820.13
3142,term,1358.38,,1358.38
3143,term,5221.3,,5221.3
3144,term,787.03,,787.03
3145,term,6645.4,,6645.4
3146,revolving,5606.76,11846.48,8726.62
3147,term,19945.87,,19945.87
3148,term,473.17,,473.17
3149,term,3889.14,,3889.14
3150,revolving,6861.33,10503.09,8682.21
3151,term,5219.23,,5219.23
3152,term,7044.13,,7044.13
3153,term,2962.9,,2962.9
3154,term,22701.93,,22701.93
3155,term,4661.62,,4661.62
3156,revolving,5394.44,8210.58,6802.51
3157,term,2554.11,,2554.11
3158,revolving,8537.65,24918.43,16728.04
3159,term,5448.76,,5448.76
3160,term,10252.5,,10252.5
3161,term,5426.42,,5426.42
3162,term,1195.52,,1195.52
3163,term,3939.86,,3939.86
3164,term,10013.56,,10013.56
3165,term,3165.79,,3165.79
3166,term,8015.01,,8015.01
3167,term,707.43,,707.43
3168,term,1931.33,,1931.33
3169,term,2824.58,,2824.58
3170,term,6841.55,,6841.55
3171,term,4718.35,,4718.35
3172,term,5146.46,,5146.46
3173,term,4493.95,,4493.95
3174,revolving,13824.76,27950.47,20887.62
3175,term,32928.26,,32928.26
3176,term,1352.97,,1352.97
3177,term,11169.67,,11169.67
3178,term,3202.04,,3202.04
3179,term,3732.13,,3732.13
3180,term,2021.92,,2021.92
3181,revolving,1452.32,2375.54,1913.93
3182,term,9476.32,,9476.32
3183,term,671.58,,671.58
3184,term,1195.98,,1195.98
3185,term,880.46,,880.46
3186,term,2252.64,,2252.64
3187,term,7974.71,,7974.71
3188,term,3887.24,,3887.24
3189,revolving,3552.7,9703.81,6628.25
3190,revolving,1193.19,2809.49,2001.34
3191,revolving,4003.58,11814.37,7908.98
3192,revolving,17688.41,46539.42,32113.92
3193,term,4358.92,,4358.92
3194,term,11026.91,,11026.91
3195,term,32080.1,,32080.1
3196,term,13286.38,,13286.38
3197,term,3424.03,,3424.03
3198,term,2284.86,,2284.86
3199,term,786.5,,786.5
3200,term,15317.46,,15317.46
3201,term,3818.88,,3818.88
3202,term,1864.65,,1864.65
3203,term,4012.24,,4012.24
3204,revolving,8291.0,19961.56,14126.28
3205,revolving,17226.27,36848.41,27037.34
3206,term,39810.7,,39810.7
3207,term,15778.55,,15778.55
3208,term,6206.25,,6206.25
3209,term,4708.8,,4708.8
3210,term,21447.7,,21447.7
3211,revolving,7162.04,19588.07,13375.06
3212,term,14049.22,,14049.22
3213,term,5777.16,,5777.16
3214,term,8878.77,,8878.77
3215,term,8445.57,,8445.57
3216,revolving,11805.54,31202.99,21504.26
3217,term,11787.45,,11787.45
3218,revolving,19572.9,41290.89,30431.9
3219,term,3816.03,,3816.03
3220,revolving,3951.22,9757.96,6854.59
3221,term,16085.08,,16085.08
3222,revolving,1256.03,3735.53,2495.78
3223,term,7557.78,,7557.78
3224,term,6002.2,,6002.2
3225,term,1119.44,,1119.44
3226,term,1083.64,,1083.64
3227,revolving,640.74,1053.35,847.04
3228,term,30350.11,,30350.11
3229,revolving,14840.6,22835.21,18837.9
3230,term,8968.71,,8968.71
3231,revolving,5833.51,10263.92,8048.72
3232,term,17369.66,,17369.66
3233,term,6979.55,,6979.55
3234,term,1514.9,,1514.9
3235,revolving,10456.0,21453.88,15954.94
3236,term,7463.66,,7463.66
3237,revolving,1920.91,3382.72,2651.82
3238,revolving,5863.52,8954.37,7408.95
3239,term,1355.79,,1355.79
3240,revolving,2356.61,5425.15,3890.88
3241,revolving,12180.25,23755.05,17967.65
3242,term,1955.23,,1955.23
3243,term,8861.69,,8861.69
3244,term,13470.3,,13470.3
3245,term,1295.62,,1295.62
3246,term,666.91,,666.91
3247,revolving,3482.19,9583.72,6532.96
3248,term,9921.38,,9921.38
3249,term,8154.68,,8154.68
3250,term,6062.17,,6062.17
3251,term,3418.95,,3418.95
3252,revolving,22839.9,62877.89,42858.9
3253,term,8820.65,,8820.65
3254,revolving,2853.76,5585.36,4219.56
3255,term,9920.22,,9920.22
3256,revolving,4166.42,10297.64,7232.03
3257,revolving,14350.75,40491.88,27421.32
3258,term,1457.39,,1457.39
3259,revolving,3250.9,6197.97,4724.44
3260,revolving,8377.7,23960.54,16169.12
3261,term,1020.93,,1020.93
3262,term,2956.07,,2956.07
3263,revolving,5075.73,14440.66,9758.2
3264,revolving,6837.21,15112.79,10975.0
3265,term,709.57,,709.57
3266,term,4033.65,,4033.65
3267,term,8977.42,,8977.42
3268,term,4933.26,,4933.26
3269,term,25293.06,,25293.06
3270,revolving,13269.44,31567.38,22418.41
3271,revolving,1425.36,3944.99,2685.18
3272,term,16429.7,,16429.7
3273,term,9748.28,,9748.28
3274,term,2107.04,,2107.04
3275,term,1631.01,,1631.01
3276,term,2526.95,,2526.95
3277,term,2107.51,,2107.51
3278,revolving,728.86,1490.47,1109.66
3279,term,9175.1,,9175.1
3280,term,1357.12,,1357.12
3281,term,8599.87,,8599.87
3282,revolving,5760.34,10216.37,7988.36
3283,term,2078.87,,2078.87
3284,term,650.78,,650.78
3285,revolving,5984.07,16180.02,11082.04
3286,term,1730.29,,1730.29
3287,term,15995.16,,15995.16
3288,term,8500.3,,8500.3
3289,term,12005.01,,12005.01
3290,term,3541.34,,3541.34
3291,term,14637.75,,14637.75
3292,term,27027.47,,27027.47
3293,term,1136.17,,1136.17
3294,term,19858.82,,19858.82
3295,term,881.26,,881.26
3296,term,4150.19,,4150.19
3297,term,14877.65,,14877.65
3298,term,13745.57,,13745.57
3299,term,3369.28,,3369.28
3300,term,5961.86,,5961.86
3301,term,13936.06,,13936.06
3302,term,1109.36,,1109.36
3303,revolving,11848.9,24957.93,18403.42
3304,revolving,39158.98,68250.98,53704.98
3305,term,4710.57,,4710.57
3306,term,1647.52,,1647.52
3307,term,7097.16,,7097.16
3308,term,4244.02,,4244.02
3309,term,15710.97,,15710.97
3310,revolving,10824.0,31000.33,20912.16
3311,revolving,2699.39,7568.96,5134.17
3312,term,6613.42,,6613.42
3313,term,1048.8,,1048.8
3314,term,7124.71,,7124.71
3315,term,21768.07,,21768.07
3316,term,620.81,,620.81
3317,term,3454.5,,3454.5
3318,term,10423.86,,10423.86
3319,revolving,7010.29,13652.85,10331.57
3320,term,2679.22,,2679.22
3321,term,17304.04,,17304.04
3322,term,19580.14,,19580.14
3323,term,2067.8,,2067.8
3324,term,2046.55,,2046.55
3325,term,10175.86,,10175.86
3326,term,2592.18,,2592.18
3327,term,18989.9,,18989.9
3328,term,3246.5,,3246.5
3329,revolving,5116.95,14663.98,9890.46
3330,term,4637.86,,4637.86
3331,term,21494.02,,21494.02
3332,term,17666.04,,17666.04
3333,term,7804.3,,7804.3
3334,term,1315.83,,1315.83
3335,term,10807.41,,10807.41
3336,revolving,8707.44,13425.65,11066.54
3337,term,21821.1,,21821.1
3338,revolving,8220.15,19788.74,14004.44
3339,term,1799.55,,1799.55
3340,revolving,7054.72,11128.45,9091.59
3341,revolving,18677.74,30867.28,24772.51
3342,term,26480.8,,26480.8
3343,term,19726.65,,19726.65
3344,term,565.53,,565.53
3345,term,6641.27,,6641.27
3346,revolving,6364.46,16092.77,11228.62
3347,term,21788.35,,21788.35
3348,revolving,834.32,2395.04,1614.68
3349,term,4751.02,,4751.02
3350,term,18348.8,,18348.8
3351,term,2703.43,,2703.43
3352,term,13940.71,,13940.71
3353,term,14880.86,,14880.86
3354,term,342.44,,342.44
3355,revolving,16056.33,26629.89,21343.11
3356,term,7774.04,,7774.04
3357,term,2782.83,,2782.83
3358,term,24243.95,,24243.95
3359,revolving,5229.03,13013.81,9121.42
3360,term,14137.71,,14137.71
3361,term,10253.46,,10253.46
3362,term,9000.8,,9000.8
3363,term,2778.6,,2778.6
3364,term,8268.49,,8268.49
3365,term,5102.66,,5102.66
3366,term,846.1,,846.1
3367,revolving,7235.43,20151.36,13693.4
3368,term,2259.73,,2259.73
3369,revolving,6205.89,13642.37,9924.13
3370,revolving,12375.72,27337.98,19856.85
3371,term,2752.46,,2752.46
3372,term,13090.17,,13090.17
3373,term,2233.77,,2233.77
3374,revolving,4743.88,8961.64,6852.76
3375,term,12192.56,,12192.56
3376,revolving,13772.29,22273.65,18022.97
3377,term,23204.87,,23204.87
3378,term,2984.38,,2984.38
3379,revolving,3453.29,6357.57,4905.43
3380,term,2876.9,,2876.9
3381,term,3586.35,,3586.35
3382,term,19856.12,,19856.12
3383,term,38797.52,,38797.52
3384,term,6459.55,,6459.55
3385,term,1060.57,,1060.57
3386,revolving,2852.59,7249.95,5051.27
3387,term,6441.51,,6441.51
3388,term,13111.61,,13111.61
3389,term,14254.7,,14254.7
3390,revolving,16685.25,44053.27,30369.26
3391,term,2596.92,,2596.92
3392,revolving,12704.46,31991.43,22347.94
3393,term,4310.02,,4310.02
3394,term,54562.45,,54562.45
3395,term,26708.81,,26708.81
3396,term,5587.57,,5587.57
3397,revolving,10274.5,19661.35,14967.92
3398,term,7753.33,,7753.33
3399,revolving,5210.86,13919.04,9564.95
3400,term,12510.79,,12510.79
3401,term,609.81,,609.81
3402,term,1961.85,,1961.85
3403,term,1877.52,,1877.52
3404,term,5005.03,,5005.03
3405,term,12677.95,,12677.95
3406,term,15198.13,,15198.13
3407,term,5660.27,,5660.27
3408,term,14059.19,,14059.19
3409,term,4264.07,,4264.07
3410,revolving,9693.58,28794.11,19243.84
3411,revolving,2011.27,5858.55,3934.91
3412,revolving,1434.6,3383.86,2409.23
3413,term,479.48,,479.48
3414,term,18704.4,,18704.4
3415,term,11511.52,,11511.52
3416,revolving,3645.64,9400.0,6522.82
3417,term,1412.3,,1412.3
3418,term,5122.32,,5122.32
3419,revolving,1828.52,4154.08,2991.3
3420,term,11433.8,,11433.8
3421,revolving,9081.67,23415.47,16248.57
3422,term,8829.37,,8829.37
3423,term,1665.99,,1665.99
3424,term,2676.55,,2676.55
3425,revolving,4877.5,11088.62,7983.06
3426,revolving,10023.15,22017.95,16020.55
3427,term,16934.22,,16934.22
3428,revolving,3045.76,6714.1,4879.93
3429,term,6633.37,,6633.37
3430,term,6056.87,,6056.87
3431,revolving,12304.21,22718.81,17511.51
3432,term,2521.82,,2521.82
3433,revolving,1602.95,3802.23,2702.59
3434,term,3105.6,,3105.6
3435,revolving,1650.55,3690.85,2670.7
3436,term,7095.64,,7095.64
3437,term,8681.87,,8681.87
3438,term,565.87,,565.87
3439,term,1984.1,,1984.1
3440,term,15139.51,,15139.51
3441,term,15670.42,,15670.42
3442,term,12459.0,,12459.0
3443,revolving,13534.99,39576.49,26555.74
3444,revolving,1776.85,3492.08,2634.46
3445,revolving,9747.15,19407.29,14577.22
3446,term,18312.23,,18312.23
3447,term,27416.77,,27416.77
3448,term,4464.36,,4464.36
3449,term,24805.75,,24805.75
3450,term,3254.76,,3254.76
3451,term,2506.74,,2506.74
3452,term,1460.23,,1460.23
3453,term,3713.94,,3713.94
3454,revolving,11348.55,32430.09,21889.32
3455,revolving,3068.45,7382.59,5225.52
3456,revolving,8543.85,16092.67,12318.26
3457,revolving,8672.17,13052.83,10862.5
3458,term,19887.42,,19887.42
3459,term,4480.8,,4480.8
3460,term,5697.45,,5697.45
3461,term,8519.83,,8519.83
3462,term,5150.0,,5150.0
3463,term,1250.6,,1250.6
3464,term,2741.22,,2741.22
3465,revolving,8587.73,24264.78,16426.25
3466,term,4425.34,,4425.34
3467,term,3427.61,,3427.61
3468,revolving,2636.58,4635.26,3635.92
3469,term,56472.57,,56472.57
3470,revolving,18653.76,46062.38,32358.07
3471,term,4975.32,,4975.32
3472,revolving,16328.11,32421.27,24374.69
3473,revolving,4668.1,7732.47,6200.28
3474,term,13388.23,,13388.23
3475,term,2218.87,,2218.87
3476,revolving,2183.78,5446.87,3815.32
3477,revolving,19935.99,31980.84,25958.42
3478,term,3405.59,,3405.59
3479,term,5838.74,,5838.74
3480,revolving,3844.24,10793.52,7318.88
3481,term,676.63,,676.63
3482,revolving,2228.32,6580.34,4404.33
3483,term,1681.77,,1681.77
3484,term,12699.91,,12699.91
3485,term,2014.16,,2014.16
3486,term,6908.32,,6908.32
3487,term,13686.98,,13686.98
3488,term,1901.33,,1901.33
3489,revolving,2837.07,7733.53,5285.3
3490,revolving,333.76,531.03,432.4
3491,revolving,10822.0,25941.31,18381.66
3492,term,13555.29,,13555.29
3493,term,11528.92,,11528.92
3494,revolving,878.45,2261.53,1569.99
3495,term,4215.05,,4215.05
3496,term,6803.81,,6803.81
3497,term,5706.54,,5706.54
3498,term,24265.0,,24265.0
3499,term,8689.39,,8689.39
3500,term,19227.16,,19227.16
3501,term,1183.43,,1183.43
3502,term,7249.03,,7249.03
3503,revolving,24210.37,60531.18,42370.77
3504,revolving,9939.17,19684.28,14811.72
3505,term,39373.43,,39373.43
3506,term,5709.6,,5709.6
3507,term,11533.63,,11533.63
3508,term,372.6,,372.6
3509,term,4811.55,,4811.55
3510,term,1017.54,,1017.54
3511,revolving,1700.49,2887.29,2293.89
3512,term,8474.5,,8474.5
3513,term,18707.53,,18707.53
3514,term,1871.88,,1871.88
3515,revolving,5197.32,14015.09,9606.2
3516,term,10095.93,,10095.93
3517,term,30225.16,,30225.16
3518,term,3623.45,,3623.45
3519,term,7991.39,,7991.39
3520,term,9879.82,,9879.82
3521,term,15560.1,,15560.1
3522,term,2450.86,,2450.86
3523,term,2118.14,,2118.14
3524,term,5180.31,,5180.31
3525,revolving,7351.73,18420.89,12886.31
3526,term,17110.75,,17110.75
3527,term,9419.47,,9419.47
3528,term,100.0,,100.0
3529,term,18607.52,,18607.52
3530,revolving,239.97,682.5,461.24
3531,term,10229.04,,10229.04
3532,revolving,14729.15,34681.51,24705.33
3533,term,697.91,,697.91
3534,term,10687.27,,10687.27
3535,term,24778.51,,24778.51
3536,term,11047.93,,11047.93
3537,revolving,3077.09,4931.79,4004.44
3538,revolving,23267.21,46755.43,35011.32
3539,term,4239.47,,4239.47
3540,term,547.65,,547.65
3541,term,8834.39,,8834.39
3542,term,653.53,,653.53
3543,term,14557.37,,14557.37
3544,term,8578.18,,8578.18
3545,term,22913.7,,22913.7
3546,term,4521.48,,4521.48
3547,term,2857.12,,2857.12
3548,revolving,6801.74,14480.84,10641.29
3549,term,9731.54,,9731.54
3550,term,4817.16,,4817.16
3551,term,1030.04,,1030.04
3552,term,468.06,,468.06
3553,revolving,4741.99,10277.47,7509.73
3554,revolving,917.22,1775.23,1346.22
3555,term,30561.07,,30561.07
3556,term,19627.81,,19627.81
3557,revolving,11681.42,22905.77,17293.6
3558,term,24774.87,,24774.87
3559,revolving,20859.53,42083.04,31471.28
3560,term,7200.05,,7200.05
3561,term,3452.9,,3452.9
3562,revolving,11416.27,24616.09,18016.18
3563,term,8154.77,,8154.77
3564,revolving,1836.32,4807.33,3321.82
3565,term,10922.56,,10922.56
3566,revolving,866.18,1860.1,1363.14
3567,term,4442.15,,4442.15
3568,term,9011.08,,9011.08
3569,term,13886.08,,13886.08
3570,term,653.83,,653.83
3571,revolving,20722.07,54264.98,37493.52
3572,revolving,8803.11,21382.26,15092.68
3573,term,3092.52,,3092.52
3574,term,8084.52,,8084.52
3575,term,7478.65,,7478.65
3576,term,22293.85,,22293.85
3577,revolving,20859.2,52778.35,36818.78
3578,term,1066.84,,1066.84
3579,revolving,20201.85,34848.25,27525.05
3580,term,3340.61,,3340.61
3581,revolving,12627.73,27753.49,20190.61
3582,term,4285.38,,4285.38
3583,revolving,10268.07,25856.57,18062.32
3584,term,6366.39,,6366.39
3585,revolving,7065.18,17277.58,12171.38
3586,term,7559.14,,7559.14
3587,revolving,18459.49,29973.49,24216.49
3588,revolving,4179.08,9707.86,6943.47
3589,revolving,779.07,1911.47,1345.27
