loan_id,loan_type,region,loan_purpose,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change,stage
909,term,South,personal,2021-03-29,613,597,15832.35,1583.23,,6.51,30,0,0,45.8,,-16,Stage 2
910,term,South,home_improvement,2023-07-04,677,664,18999.67,13322.41,,11.45,12,0,0,18.2,,-13,Stage 1
911,term,South,home_improvement,2024-08-10,698,701,35861.13,31584.46,,12.91,10,0,0,4.8,,3,Stage 1
912,term,South,personal,2021-04-05,648,627,22376.8,2237.68,,10.65,28,1,0,45.6,,-21,Stage 2
913,term,North,auto,2024-06-30,647,631,23632.8,20085.56,,13.38,19,1,1,6.2,,-16,Stage 2
914,term,South,debt_consolidation,2022-07-05,656,634,3714.42,1524.69,,9.97,7,0,0,30.4,,-22,Stage 1
915,term,North,auto,2022-02-03,764,758,13033.96,1303.4,,8.21,4,0,0,35.4,,-6,Stage 1
916,term,South,home_improvement,2023-02-06,679,672,29040.82,15596.05,,9.85,9,0,0,23.2,,-7,Stage 1
917,term,North,personal,2023-12-14,621,608,7732.15,5872.57,,11.53,27,0,0,12.8,,-13,Stage 1
918,revolving,North,auto,2021-08-31,622,584,21711.89,2171.19,4352.17,4.16,26,0,0,40.6,0.499,-38,Stage 2
919,revolving,North,debt_consolidation,2024-02-08,664,639,42127.4,35404.99,88373.75,9.81,12,1,0,10.9,0.401,-25,Stage 2
920,term,East,debt_consolidation,2022-09-16,694,683,5330.61,2425.31,,8.61,3,0,0,27.9,,-11,Stage 1
921,revolving,North,debt_consolidation,2022-12-02,709,704,2900.85,2105.39,6067.46,7.41,4,0,0,25.4,0.347,-5,Stage 1
922,term,North,debt_consolidation,2024-05-29,687,661,16152.45,12683.67,,5.59,9,0,0,7.2,,-26,Stage 1
923,revolving,South,auto,2022-07-18,629,602,11498.33,1437.99,2983.01,3.36,24,0,0,29.9,0.482,-27,Stage 1
924,revolving,North,debt_consolidation,2021-06-11,654,641,33704.85,3370.48,5205.29,7.45,15,0,0,43.3,0.648,-13,Stage 1
925,term,North,home_improvement,2021-02-04,724,722,4402.03,440.2,,7.21,0,0,0,47.6,,-2,Stage 1
926,term,West,debt_consolidation,2023-08-24,611,591,28187.05,15128.27,,11.83,36,0,0,16.5,,-20,Stage 2
927,term,East,home_improvement,2021-02-06,652,632,11085.97,4918.47,,12.39,16,0,0,47.5,,-20,Stage 1
928,term,West,auto,2023-04-26,715,695,6732.09,4762.02,,6.44,1,1,0,20.5,,-20,Stage 2
929,term,South,home_improvement,2023-04-09,732,720,13104.63,6647.69,,6.41,0,0,0,21.1,,-12,Stage 1
930,term,East,auto,2022-09-15,668,662,9104.47,5527.24,,7.31,13,0,1,28.0,,-6,Stage 1
931,term,East,debt_consolidation,2024-10-25,655,646,12431.39,12121.85,,12.36,16,0,0,2.3,,-9,Stage 1
932,revolving,West,personal,2024-04-15,600,566,27269.47,22959.38,44264.81,6.99,35,1,0,8.7,0.519,-34,Stage 2
933,revolving,East,home_improvement,2022-06-05,711,716,44646.85,4641.38,9064.83,14.89,5,0,0,31.4,0.512,5,Stage 1
934,term,West,home_improvement,2024-07-22,759,747,11706.36,9803.55,,9.38,1,0,0,5.4,,-12,Stage 1
935,term,North,personal,2021-04-15,833,840,17044.39,1808.33,,10.33,13,0,0,45.2,,7,Stage 1
936,term,West,auto,2021-06-05,703,681,24560.17,2456.02,,7.59,0,1,0,43.5,,-22,Stage 2
937,term,East,auto,2021-12-02,676,678,16862.19,6144.21,,13.86,8,0,0,37.5,,2,Stage 1
938,revolving,East,debt_consolidation,2023-11-16,624,610,7154.41,5617.69,11193.29,10.3,16,0,0,13.7,0.502,-14,Stage 1
939,term,South,home_improvement,2021-10-23,567,539,15149.8,1514.98,,7.56,45,0,0,38.9,,-28,Stage 2
940,term,South,auto,2024-10-10,690,672,11461.87,10688.53,,5.04,5,0,0,2.8,,-18,Stage 1
941,term,South,debt_consolidation,2023-06-05,821,847,1550.92,1121.31,,11.06,8,0,0,19.2,,26,Stage 1
942,term,South,auto,2021-03-10,756,757,1000.0,305.72,,7.08,1,0,0,46.4,,1,Stage 1
943,term,East,personal,2024-09-12,746,760,15134.8,13769.8,,8.47,0,0,0,3.7,,14,Stage 1
944,revolving,South,personal,2021-05-31,694,683,5969.07,1284.64,2220.63,6.19,6,0,0,43.7,0.579,-11,Stage 1
945,term,West,personal,2023-05-07,701,691,24921.67,14921.4,,6.23,5,0,0,20.2,,-10,Stage 1
946,term,North,debt_consolidation,2022-07-31,534,508,6895.41,1568.15,,7.17,78,0,1,29.5,,-26,Stage 2
947,term,East,home_improvement,2022-10-24,725,718,7982.59,2925.57,,8.81,2,0,0,26.7,,-7,Stage 1
948,revolving,South,personal,2024-09-05,645,628,20891.22,18514.78,37124.62,5.44,15,0,0,3.9,0.499,-17,Stage 1
949,revolving,East,personal,2023-01-27,637,620,9657.07,3621.14,10009.34,8.24,17,0,0,23.5,0.362,-17,Stage 1
950,term,South,auto,2022-03-28,660,651,5731.94,2779.51,,6.84,26,0,0,33.7,,-9,Stage 1
951,term,East,personal,2022-07-24,658,633,18199.09,6800.31,,8.64,14,1,0,29.7,,-25,Stage 2
952,term,South,home_improvement,2024-02-10,636,616,56021.99,46712.43,,11.75,12,0,0,10.9,,-20,Stage 1
953,term,North,debt_consolidation,2022-09-27,680,660,6746.11,3722.31,,9.63,3,1,0,27.6,,-20,Stage 2
954,revolving,South,personal,2021-12-28,646,633,22769.24,2276.92,4023.74,7.17,21,1,1,36.7,0.566,-13,Stage 2
955,term,West,debt_consolidation,2021-07-22,686,672,20071.0,5162.71,,8.86,11,0,0,42.0,,-14,Stage 1
956,term,East,debt_consolidation,2022-05-02,590,558,48889.96,17774.94,,10.79,36,1,0,32.5,,-32,Stage 2
957,term,East,home_improvement,2021-01-04,667,665,28981.09,2898.11,,11.1,4,0,0,48.6,,-2,Stage 1
958,term,West,auto,2024-02-27,614,602,12391.2,10059.3,,9.62,29,0,0,10.3,,-12,Stage 1
959,term,West,auto,2023-11-16,641,633,17890.09,13296.7,,14.39,11,0,0,13.7,,-8,Stage 1
960,revolving,North,debt_consolidation,2023-03-12,688,687,2295.83,1439.25,2507.14,6.35,4,1,0,22.0,0.574,-1,Stage 2
961,term,East,personal,2023-09-04,583,561,33693.74,23302.1,,10.58,53,0,0,16.2,,-22,Stage 2
962,term,North,debt_consolidation,2021-01-27,630,615,3718.0,371.8,,8.8,24,0,0,47.8,,-15,Stage 1
963,term,East,auto,2023-12-02,714,702,17741.45,12614.48,,12.06,2,0,0,13.2,,-12,Stage 1
964,term,East,personal,2023-08-23,595,582,17667.88,14349.49,,9.03,31,0,0,16.6,,-13,Stage 2
965,term,North,auto,2021-03-05,786,787,19993.04,8796.87,,15.25,4,0,0,46.6,,1,Stage 1
966,term,East,home_improvement,2023-11-15,752,741,5524.59,4744.1,,9.27,2,0,0,13.8,,-11,Stage 1
967,revolving,East,auto,2021-03-13,650,636,12300.59,4287.35,9408.47,11.2,19,0,0,46.3,0.456,-14,Stage 1
968,term,North,personal,2023-06-19,632,607,21502.41,15674.46,,8.4,25,1,0,18.7,,-25,Stage 2
969,term,South,personal,2021-09-25,692,688,20093.57,10945.43,,10.03,5,0,0,39.8,,-4,Stage 1
970,term,North,debt_consolidation,2021-04-05,593,574,46701.87,4670.19,,7.16,36,0,0,45.6,,-19,Stage 2
971,term,East,personal,2022-01-30,559,537,32220.96,4728.78,,10.29,54,0,0,35.6,,-22,Stage 2
972,revolving,West,home_improvement,2023-05-19,652,619,11292.57,6699.11,12640.8,3.11,15,1,0,19.8,0.53,-33,Stage 2
973,revolving,South,auto,2021-12-30,671,638,10983.71,1773.35,3613.97,7.39,10,0,0,36.6,0.491,-33,Stage 2
974,term,West,debt_consolidation,2024-08-31,685,673,6486.27,5746.26,,6.93,9,0,0,4.1,,-12,Stage 1
975,term,South,debt_consolidation,2021-04-27,643,625,20356.87,6976.33,,14.71,13,0,1,44.8,,-18,Stage 1
976,term,West,personal,2021-06-13,756,765,2324.68,407.11,,6.82,1,0,0,43.3,,9,Stage 1
977,term,South,home_improvement,2023-05-27,590,557,2792.97,1801.75,,7.55,33,0,0,19.5,,-33,Stage 2
978,term,North,debt_consolidation,2023-03-01,611,577,18904.8,7705.83,,6.71,31,0,0,22.4,,-34,Stage 2
979,term,South,home_improvement,2022-07-31,709,691,26680.48,13971.99,,10.23,4,0,0,29.5,,-18,Stage 1
980,term,South,home_improvement,2021-11-02,610,575,7326.51,2391.21,,8.0,22,0,1,38.5,,-35,Stage 2
981,term,South,auto,2023-02-11,607,578,21742.72,14823.69,,7.63,32,0,0,23.0,,-29,Stage 2
982,revolving,East,auto,2021-07-19,687,662,36204.06,20011.46,60030.45,15.42,5,0,0,42.1,0.333,-25,Stage 1
983,term,West,auto,2021-06-29,616,594,25375.44,2537.54,,9.46,24,0,0,42.7,,-22,Stage 1
984,term,North,home_improvement,2021-12-24,672,657,16995.19,1699.52,,11.03,12,1,0,36.8,,-15,Stage 2
985,revolving,West,auto,2023-01-10,638,611,18595.26,6979.92,19524.98,10.22,15,0,0,24.1,0.357,-27,Stage 1
986,term,West,debt_consolidation,2024-06-29,628,596,20972.65,18990.8,,6.48,26,0,0,6.2,,-32,Stage 2
987,term,North,debt_consolidation,2024-08-15,553,510,14325.6,13481.64,,7.26,62,0,0,4.6,,-43,Stage 2
988,term,East,personal,2022-03-06,688,651,9309.07,2259.63,,5.64,6,0,0,34.4,,-37,Stage 2
989,term,South,home_improvement,2023-10-25,605,573,14893.27,10701.82,,5.31,45,0,1,14.5,,-32,Stage 2
990,revolving,East,auto,2022-10-15,669,648,8872.21,5306.46,15282.15,9.1,5,0,0,27.0,0.347,-21,Stage 1
991,revolving,East,debt_consolidation,2022-11-09,649,610,25837.25,8606.07,21347.12,9.3,24,0,0,26.1,0.403,-39,Stage 2
992,term,South,home_improvement,2021-09-11,667,664,14377.59,6885.33,,8.62,9,0,0,40.3,,-3,Stage 1
993,term,West,home_improvement,2023-07-30,671,664,6624.66,3582.24,,10.13,19,0,0,17.4,,-7,Stage 1
994,term,South,auto,2024-01-25,691,676,11226.8,7546.98,,8.5,8,0,0,11.4,,-15,Stage 1
995,term,North,home_improvement,2021-06-16,636,595,6966.6,696.66,,12.72,31,0,0,43.2,,-41,Stage 2
996,term,South,auto,2024-09-16,754,760,37095.41,33993.29,,7.5,0,0,0,3.6,,6,Stage 1
997,revolving,West,auto,2023-08-23,569,535,24886.78,17870.97,43951.92,11.94,52,0,0,16.6,0.407,-34,Stage 2
998,term,East,auto,2023-05-04,666,634,9841.35,7172.79,,11.27,10,0,0,20.3,,-32,Stage 2
999,revolving,East,home_improvement,2023-12-22,730,709,8446.68,6919.12,16318.25,3.0,3,0,0,12.5,0.424,-21,Stage 1
1000,term,South,home_improvement,2021-06-23,708,692,9721.36,2635.73,,4.47,2,0,0,42.9,,-16,Stage 1
1001,term,North,auto,2024-06-30,621,589,3780.34,3334.16,,3.83,32,0,1,6.2,,-32,Stage 2
1002,term,West,home_improvement,2022-09-16,631,603,15069.7,3208.24,,9.91,23,0,0,27.9,,-28,Stage 1
1003,revolving,East,auto,2024-05-23,619,576,4553.27,3921.29,7067.76,5.74,34,0,0,7.4,0.555,-43,Stage 2
1004,revolving,South,personal,2024-06-16,715,719,13061.02,10619.25,25637.97,12.13,0,0,0,6.6,0.414,4,Stage 1
1005,revolving,North,home_improvement,2022-02-19,635,624,24667.84,11903.55,29098.13,5.72,20,0,1,34.9,0.409,-11,Stage 1
1006,term,North,home_improvement,2023-01-09,695,675,35212.97,12919.56,,9.53,4,0,0,24.1,,-20,Stage 1
1007,term,East,personal,2022-11-06,695,691,8871.44,3579.28,,5.96,5,0,0,26.2,,-4,Stage 1
1008,revolving,East,personal,2021-05-06,822,821,8317.3,3154.9,8639.42,10.72,11,0,0,44.5,0.365,-1,Stage 1
1009,term,West,personal,2023-07-30,698,686,3379.76,2643.57,,8.04,8,0,0,17.4,,-12,Stage 1
1010,term,North,auto,2021-09-10,631,598,20842.43,12377.52,,7.65,18,1,0,40.3,,-33,Stage 2
1011,term,West,auto,2021-07-16,592,571,13341.95,3900.61,,6.94,33,0,0,42.2,,-21,Stage 2
1012,revolving,North,debt_consolidation,2022-02-17,663,654,7139.98,3396.43,9553.09,5.68,14,0,0,35.0,0.356,-9,Stage 1
1013,revolving,North,personal,2023-02-15,672,658,7930.41,2689.46,6976.83,10.08,15,0,0,22.9,0.385,-14,Stage 1
1014,term,South,debt_consolidation,2023-12-14,547,509,28088.1,19146.7,,6.96,53,0,0,12.8,,-38,Stage 2
1015,revolving,East,auto,2024-09-24,637,596,1113.68,1070.65,2735.27,16.18,23,0,0,3.3,0.391,-41,Stage 2
1016,revolving,North,home_improvement,2024-10-14,697,693,31798.98,29753.13,78614.8,13.77,6,0,0,2.6,0.378,-4,Stage 1
1017,term,West,personal,2024-03-20,648,627,6373.93,5443.35,,8.2,16,0,0,9.6,,-21,Stage 1
1018,term,East,home_improvement,2024-01-29,738,723,22844.21,16178.16,,7.76,2,0,0,11.3,,-15,Stage 1
1019,revolving,West,auto,2021-08-22,586,552,4844.78,1054.72,1939.53,8.42,55,1,1,40.9,0.544,-34,Stage 2
1020,term,East,personal,2023-12-22,720,713,17597.77,14435.02,,13.5,6,0,0,12.5,,-7,Stage 1
1021,term,East,debt_consolidation,2021-07-15,734,714,11437.65,1143.76,,15.31,0,0,0,42.2,,-20,Stage 1
1022,term,North,debt_consolidation,2022-06-26,737,734,31348.89,3265.77,,3.1,2,0,0,30.7,,-3,Stage 1
1023,revolving,South,auto,2024-02-04,586,556,11044.71,8627.44,24394.91,13.01,49,0,0,11.1,0.354,-30,Stage 2
1024,revolving,North,home_improvement,2021-10-22,698,678,33654.57,9842.71,25568.94,8.13,7,0,0,38.9,0.385,-20,Stage 1
1025,revolving,East,auto,2022-10-07,639,611,9645.13,3611.6,8715.41,6.53,22,1,0,27.2,0.414,-28,Stage 2
1026,term,North,home_improvement,2021-06-05,595,572,21921.95,7721.74,,12.36,33,1,0,43.5,,-23,Stage 2
1027,revolving,North,auto,2022-02-10,655,612,25272.49,2527.25,5610.95,9.24,11,0,0,35.2,0.45,-43,Stage 2
1028,revolving,East,debt_consolidation,2023-06-15,625,596,10799.99,6146.01,13658.59,13.1,22,0,0,18.9,0.45,-29,Stage 1
1029,term,East,home_improvement,2022-12-27,735,734,13583.1,5341.7,,11.86,0,0,0,24.5,,-1,Stage 1
1030,revolving,North,auto,2023-01-08,710,698,3647.09,1382.84,2809.36,10.0,3,0,0,24.1,0.492,-12,Stage 1
1031,term,North,personal,2023-03-08,610,598,16436.72,6961.42,,13.87,27,0,0,22.2,,-12,Stage 1
1032,term,North,debt_consolidation,2022-07-08,636,617,22956.82,5625.4,,8.54,17,0,0,30.3,,-19,Stage 1
1033,term,West,debt_consolidation,2022-01-10,657,632,35935.61,15562.73,,5.71,13,0,0,36.2,,-25,Stage 1
1034,term,North,personal,2022-03-31,675,657,24291.46,5341.87,,14.75,12,0,1,33.6,,-18,Stage 1
1035,term,West,auto,2021-07-21,740,735,15260.45,1526.04,,8.29,2,1,0,42.0,,-5,Stage 2
1036,term,South,home_improvement,2024-04-25,721,704,10385.7,7922.69,,9.52,0,1,0,8.4,,-17,Stage 2
1037,term,West,debt_consolidation,2023-05-04,683,675,12647.97,6269.1,,7.31,5,0,0,20.3,,-8,Stage 1
1038,revolving,North,auto,2022-12-25,664,665,11071.7,5300.61,10482.09,9.3,12,0,0,24.6,0.506,1,Stage 1
1039,term,South,personal,2024-10-23,573,532,26363.56,24613.11,,9.96,49,0,1,2.3,,-41,Stage 2
1040,term,West,home_improvement,2021-12-06,757,759,31768.14,3176.81,,5.66,2,0,0,37.4,,2,Stage 1
1041,term,West,auto,2021-09-19,653,627,10936.73,3994.9,,5.73,12,0,0,40.0,,-26,Stage 1
1042,revolving,East,auto,2022-06-27,773,764,19389.93,2470.23,6497.62,6.35,0,0,0,30.6,0.38,-9,Stage 1
1043,term,South,debt_consolidation,2022-07-05,691,674,12047.26,4993.11,,8.62,7,0,0,30.4,,-17,Stage 1
1044,term,East,debt_consolidation,2024-08-22,801,796,2798.04,2607.27,,10.3,6,0,1,4.4,,-5,Stage 1
1045,revolving,South,home_improvement,2022-09-30,716,712,4478.31,2831.83,5056.26,12.89,0,0,0,27.5,0.56,-4,Stage 1
1046,term,West,auto,2021-06-14,594,568,6774.72,677.47,,16.35,40,0,0,43.2,,-26,Stage 2
1047,term,East,personal,2023-01-28,643,621,12072.84,5589.55,,9.54,17,0,1,23.5,,-22,Stage 1
1048,term,North,personal,2022-09-13,669,656,15722.19,6037.52,,7.65,8,0,0,28.0,,-13,Stage 1
1049,revolving,West,home_improvement,2024-01-17,627,609,36319.91,25086.89,70589.26,3.0,15,1,0,11.7,0.355,-18,Stage 2
1050,term,South,auto,2024-05-08,657,639,13918.4,10644.39,,9.78,16,1,0,7.9,,-18,Stage 2
1051,revolving,South,debt_consolidation,2024-07-18,597,581,14397.69,13384.17,20245.66,8.49,43,1,0,5.6,0.661,-16,Stage 2
1052,term,East,auto,2021-02-20,680,666,22891.26,2289.13,,7.93,8,0,1,47.0,,-14,Stage 1
1053,revolving,East,debt_consolidation,2022-05-04,694,702,4835.14,1011.35,2293.06,7.03,5,0,0,32.4,0.441,8,Stage 1
1054,revolving,South,personal,2021-07-17,619,587,15898.57,3019.46,6043.47,7.12,16,0,0,42.1,0.5,-32,Stage 2
1055,revolving,West,home_improvement,2023-11-13,796,782,21381.8,16379.15,34087.75,9.99,6,0,0,13.8,0.48,-14,Stage 1
1056,term,East,home_improvement,2022-10-27,683,670,9700.51,3910.95,,10.93,13,0,0,26.6,,-13,Stage 1
1057,revolving,North,home_improvement,2024-05-31,630,618,12940.41,10672.25,28407.52,8.92,25,0,0,7.2,0.376,-12,Stage 1
1058,term,South,debt_consolidation,2024-05-29,582,551,10686.03,9146.03,,11.36,28,0,0,7.2,,-31,Stage 2
1059,term,North,personal,2022-10-25,683,660,9733.57,5824.9,,12.86,2,1,0,26.6,,-23,Stage 2
1060,term,South,personal,2021-09-23,664,647,15007.63,1500.76,,8.72,15,0,0,39.9,,-17,Stage 1
1061,revolving,North,home_improvement,2021-03-14,726,715,26492.95,11084.44,16775.06,12.67,3,0,0,46.3,0.661,-11,Stage 1
1062,revolving,West,home_improvement,2021-03-18,671,653,18677.91,6719.39,17516.0,6.14,14,0,0,46.2,0.384,-18,Stage 1
1063,revolving,South,debt_consolidation,2022-06-28,608,576,30496.46,9974.97,28128.39,9.87,28,1,0,30.6,0.355,-32,Stage 2
1064,term,West,debt_consolidation,2023-05-31,780,773,9641.01,6089.27,,7.85,4,0,0,19.4,,-7,Stage 1
1065,term,East,auto,2022-03-11,706,704,19700.28,4754.05,,10.47,5,0,0,34.2,,-2,Stage 1
1066,revolving,South,debt_consolidation,2023-12-25,664,660,16526.59,11148.51,19646.75,3.0,12,0,0,12.4,0.567,-4,Stage 1
1067,term,West,auto,2021-12-23,689,674,26226.08,2622.61,,12.53,6,0,0,36.8,,-15,Stage 1
1068,term,North,home_improvement,2023-07-25,708,686,20505.39,12726.41,,8.86,4,0,0,17.5,,-22,Stage 1
1069,term,West,personal,2021-01-18,594,558,29546.18,2954.62,,10.3,33,0,0,48.1,,-36,Stage 2
1070,term,South,debt_consolidation,2022-11-07,689,663,8077.69,4576.59,,6.64,3,0,0,26.2,,-26,Stage 1
1071,term,West,personal,2022-07-29,652,642,36961.55,14542.54,,14.01,24,0,0,29.6,,-10,Stage 1
1072,term,North,debt_consolidation,2023-01-21,710,701,9666.89,4419.52,,10.03,4,0,0,23.7,,-9,Stage 1
1073,term,North,debt_consolidation,2024-12-30,635,612,8804.91,8638.49,,7.86,19,0,0,0.1,,-23,Stage 1
1074,term,North,auto,2023-09-23,643,632,19138.47,10696.74,,3.0,20,0,0,15.5,,-11,Stage 1
1075,revolving,East,debt_consolidation,2023-10-30,779,781,1785.52,1028.77,2853.59,7.96,2,0,0,14.3,0.361,2,Stage 1
1076,term,South,home_improvement,2022-09-24,753,724,12961.39,9336.18,,3.0,0,0,0,27.7,,-29,Stage 1
1077,term,North,personal,2024-10-03,482,434,7302.69,6727.54,,9.38,111,0,1,3.0,,-48,Stage 3
1078,term,East,debt_consolidation,2022-01-07,749,743,5664.73,566.47,,10.77,1,0,0,36.3,,-6,Stage 1
1079,term,North,personal,2023-08-28,675,677,7201.18,3971.91,,11.13,9,0,0,16.4,,2,Stage 1
1080,revolving,West,personal,2024-04-13,637,633,9411.17,7126.61,18084.4,6.43,21,0,0,8.8,0.394,-4,Stage 1
1081,revolving,South,personal,2024-02-28,619,574,7219.8,5177.98,9227.34,7.1,25,1,0,10.3,0.561,-45,Stage 2
1082,term,West,debt_consolidation,2024-08-09,623,588,5301.75,5004.6,,8.72,24,1,0,4.8,,-35,Stage 2
1083,term,East,auto,2021-12-19,639,620,9569.93,4819.9,,7.36,14,0,0,37.0,,-19,Stage 1
1084,revolving,West,personal,2021-08-12,612,594,4161.06,1266.44,3600.22,4.02,35,0,0,41.3,0.352,-18,Stage 2
1085,revolving,West,personal,2023-08-12,598,566,19549.75,14855.32,22799.29,7.14,40,0,0,16.9,0.652,-32,Stage 2
1086,term,North,debt_consolidation,2022-01-03,617,599,8875.19,2167.35,,10.2,27,0,0,36.5,,-18,Stage 1
1087,term,West,debt_consolidation,2024-01-19,699,680,5580.73,4595.34,,7.62,7,0,0,11.6,,-19,Stage 1
1088,term,North,home_improvement,2022-10-18,683,663,21705.86,13984.16,,8.29,7,0,0,26.9,,-20,Stage 1
1089,revolving,North,home_improvement,2024-01-01,713,691,19627.47,16332.91,25635.26,7.44,1,0,0,12.2,0.637,-22,Stage 1
1090,term,South,auto,2022-03-09,676,647,6540.93,961.35,,16.03,11,0,0,34.3,,-29,Stage 1
1091,revolving,East,auto,2024-10-03,601,571,43690.99,41904.13,101475.42,9.38,27,0,0,3.0,0.413,-30,Stage 2
1092,term,East,auto,2024-07-10,709,709,39758.07,35129.74,,9.67,2,0,0,5.8,,0,Stage 1
1093,term,East,auto,2024-07-18,619,601,22633.12,19118.58,,7.29,28,0,0,5.6,,-18,Stage 1
1094,term,North,personal,2022-05-24,718,711,29767.52,10060.74,,10.42,1,0,0,31.8,,-7,Stage 1
1095,term,East,debt_consolidation,2022-05-23,610,583,5259.36,2931.22,,9.29,34,1,0,31.8,,-27,Stage 2
1096,term,North,home_improvement,2022-09-09,638,622,18183.35,8709.93,,3.78,20,0,0,28.2,,-16,Stage 1
1097,term,South,personal,2022-02-24,658,635,12380.81,2039.44,,13.49,14,0,1,34.7,,-23,Stage 1
1098,term,East,debt_consolidation,2024-01-01,720,702,18505.83,13877.87,,8.67,3,0,0,12.2,,-18,Stage 1
1099,revolving,North,debt_consolidation,2021-03-15,690,682,20762.7,2076.27,3214.71,10.61,5,0,0,46.3,0.646,-8,Stage 1
1100,term,East,personal,2022-07-28,681,661,21025.46,13610.56,,7.1,3,0,0,29.6,,-20,Stage 1
1101,term,East,personal,2021-05-26,793,783,7032.27,1850.86,,10.34,5,0,0,43.9,,-10,Stage 1
1102,revolving,South,home_improvement,2021-02-15,569,544,57163.18,21603.97,59020.07,11.0,50,0,0,47.2,0.366,-25,Stage 2
1103,revolving,West,auto,2024-02-03,617,580,13952.03,9501.34,15669.67,4.61,25,1,0,11.1,0.606,-37,Stage 2
1104,revolving,East,auto,2024-02-07,615,595,4850.31,4084.43,6871.53,10.56,26,0,0,11.0,0.594,-20,Stage 1
1105,revolving,South,home_improvement,2024-09-02,573,548,24780.78,22185.28,57382.54,8.68,57,0,1,4.0,0.387,-25,Stage 2
1106,term,East,home_improvement,2021-05-01,636,602,7577.79,2892.39,,5.92,28,0,0,44.7,,-34,Stage 2
1107,term,East,auto,2023-12-03,721,699,13837.96,8743.39,,14.02,3,0,0,13.2,,-22,Stage 1
1108,revolving,East,personal,2021-04-09,644,637,10590.85,4897.93,9894.36,6.2,23,0,0,45.4,0.495,-7,Stage 1
1109,term,East,auto,2022-12-07,660,649,18642.91,11137.82,,9.7,9,0,0,25.2,,-11,Stage 1
1110,term,West,debt_consolidation,2021-11-07,576,552,29487.88,15193.01,,5.28,46,1,0,38.4,,-24,Stage 2
1111,revolving,West,debt_consolidation,2024-05-22,632,613,16005.21,14035.0,23999.54,5.7,25,0,0,7.5,0.585,-19,Stage 1
1112,term,East,home_improvement,2022-02-27,652,641,9249.46,2709.72,,12.18,15,0,0,34.6,,-11,Stage 1
1113,term,East,auto,2024-11-13,718,715,40681.17,38727.04,,7.95,2,1,0,1.6,,-3,Stage 2
1114,term,South,auto,2024-02-10,579,543,33177.03,27284.17,,13.33,56,0,1,10.9,,-36,Stage 2
1115,term,South,debt_consolidation,2021-09-29,652,632,57935.59,23447.43,,7.76,11,0,0,39.7,,-20,Stage 1
1116,term,North,auto,2023-04-05,745,734,8699.13,4481.74,,7.63,2,1,0,21.2,,-11,Stage 2
1117,term,West,home_improvement,2024-01-31,653,640,5257.34,4283.8,,6.72,10,0,0,11.2,,-13,Stage 1
1118,revolving,East,home_improvement,2021-07-29,553,523,3137.8,992.32,2672.98,7.52,51,0,0,41.7,0.371,-30,Stage 2
1119,term,West,debt_consolidation,2023-01-09,756,764,10745.59,3182.36,,10.86,0,0,0,24.1,,8,Stage 1
1120,term,South,auto,2023-03-04,724,718,16909.07,11501.03,,9.26,0,0,0,22.3,,-6,Stage 1
1121,revolving,West,auto,2023-11-12,732,724,7108.8,5878.93,9148.42,8.08,1,1,0,13.9,0.643,-8,Stage 2
1122,revolving,West,debt_consolidation,2023-01-30,575,554,5149.34,1761.36,3438.21,11.07,55,1,1,23.4,0.512,-21,Stage 2
1123,revolving,East,personal,2021-06-08,770,775,18812.67,1881.27,2830.76,10.65,0,0,0,43.4,0.665,5,Stage 1
1124,revolving,East,personal,2023-01-11,633,624,28781.76,12955.3,38055.68,8.16,22,0,0,24.0,0.34,-9,Stage 1
1125,term,South,auto,2021-12-09,649,632,1428.85,152.1,,13.57,18,0,0,37.3,,-17,Stage 1
1126,term,East,home_improvement,2024-11-24,637,637,1485.37,1451.33,,4.37,17,0,0,1.3,,0,Stage 1
1127,term,South,personal,2022-11-30,736,738,13534.73,6508.96,,10.22,2,0,0,25.4,,2,Stage 1
1128,term,South,auto,2024-03-12,669,674,21116.77,15881.14,,8.63,10,0,0,9.8,,5,Stage 1
1129,term,North,personal,2022-02-01,708,698,5876.29,1465.57,,10.51,3,0,0,35.5,,-10,Stage 1
1130,term,North,debt_consolidation,2022-06-20,684,692,3589.46,1169.06,,9.31,4,0,0,30.9,,8,Stage 1
1131,revolving,North,personal,2021-05-21,674,666,26992.38,2699.24,4769.71,9.79,9,0,0,44.0,0.566,-8,Stage 1
1132,term,West,personal,2023-08-19,623,590,13388.99,9326.41,,3.63,34,0,0,16.7,,-33,Stage 2
1133,term,North,debt_consolidation,2021-08-28,788,778,6436.52,2198.24,,9.68,2,0,0,40.7,,-10,Stage 1
1134,term,East,home_improvement,2021-10-19,592,562,42410.49,22347.4,,12.13,29,0,0,39.0,,-30,Stage 2
1135,term,East,auto,2023-03-28,704,689,22083.04,16424.78,,7.19,6,0,0,21.5,,-15,Stage 1
1136,term,North,home_improvement,2021-03-23,702,694,12284.18,1662.78,,11.99,4,1,0,46.0,,-8,Stage 2
1137,revolving,West,home_improvement,2022-07-14,749,761,25545.41,13059.46,30145.26,7.94,1,0,0,30.1,0.433,12,Stage 1
1138,term,South,personal,2023-05-20,763,762,3035.34,1814.94,,7.22,1,0,0,19.7,,-1,Stage 1
