loan_id,LGD,adjusted_recovery_rate
2089,0.291,0.7092299999999999
2090,0.462,0.5381600000000001
2091,0.631,0.36944
2092,0.498,0.50216
2093,0.472,0.52751
2094,0.432,0.56765
2095,0.458,0.54154
2096,0.449,0.55056
2097,0.683,0.31666
2098,0.485,0.51546
2099,0.687,0.31332
2100,0.744,0.25644
2101,0.695,0.30489
2102,0.697,0.30337
2103,0.683,0.31703
2104,0.284,0.71648
2105,0.619,0.38095999999999997
2106,0.726,0.2738
2107,0.254,0.74579
2108,0.684,0.31582
2109,0.298,0.70236
2110,0.336,0.6641199999999999
2111,0.408,0.59184
2112,0.348,0.6522199999999999
2113,0.317,0.6829799999999999
2114,0.693,0.30734999999999996
2115,0.297,0.70312
2116,0.442,0.55786
2117,0.687,0.31284999999999996
2118,0.665,0.33486
2119,0.616,0.38382
2120,0.629,0.37063999999999997
2121,0.263,0.7371099999999999
2122,0.666,0.33365999999999996
2123,0.257,0.7427199999999999
2124,0.608,0.39204
2125,0.721,0.27947
2126,0.683,0.31661
2127,0.658,0.34155
2128,0.737,0.26322999999999996
2129,0.312,0.68804
2130,0.26,0.74012
2131,0.303,0.6967
2132,0.682,0.31778
2133,0.433,0.5674
2134,0.732,0.26749999999999996
2135,0.657,0.34292
2136,0.41,0.59036
2137,0.46,0.5402600000000001
2138,0.625,0.37511
2139,0.679,0.32076
2140,0.473,0.5265200000000001
2141,0.647,0.35303999999999996
2142,0.469,0.5309600000000001
2143,0.497,0.5029600000000001
2144,0.613,0.38745999999999997
2145,0.671,0.32893
2146,0.67,0.32975
2147,0.659,0.34082
2148,0.464,0.5364300000000001
2149,0.679,0.32112999999999997
2150,0.327,0.6725599999999999
2151,0.471,0.52881
2152,0.638,0.36162999999999995
2153,0.451,0.54864
2154,0.617,0.38345999999999997
2155,0.732,0.26839999999999997
2156,0.263,0.7366199999999999
2157,0.477,0.5225500000000001
2158,0.297,0.7031299999999999
2159,0.738,0.26174
2160,0.694,0.30566
2161,0.306,0.6936899999999999
2162,0.611,0.38881
2163,0.667,0.3328
2164,0.42,0.5803100000000001
2165,0.743,0.25683999999999996
2166,0.307,0.6929099999999999
2167,0.302,0.6975899999999999
2168,0.3,0.7002299999999999
2169,0.685,0.31544999999999995
2170,0.493,0.5067200000000001
2171,0.311,0.6892199999999999
2172,0.292,0.70753
2173,0.334,0.66602
2174,0.707,0.29327
2175,0.33,0.67016
2176,0.708,0.29225999999999996
2177,0.335,0.66518
2178,0.696,0.30377
2179,0.664,0.33563
2180,0.698,0.30219999999999997
2181,0.659,0.34056
2182,0.405,0.5947
2183,0.412,0.5877300000000001
2184,0.663,0.33693999999999996
2185,0.684,0.31638999999999995
2186,0.741,0.25869
2187,0.455,0.54452
2188,0.719,0.28051
2189,0.688,0.31235999999999997
2190,0.478,0.52156
2191,0.476,0.5239900000000001
2192,0.33,0.66957
2193,0.343,0.65674
2194,0.451,0.54937
2195,0.494,0.5062300000000001
2196,0.745,0.25479999999999997
2197,0.684,0.31638
2198,0.419,0.5808300000000001
2199,0.689,0.31073999999999996
2200,0.444,0.5564600000000001
2201,0.617,0.38278999999999996
2202,0.258,0.74203
2203,0.437,0.56279
2204,0.691,0.30865
2205,0.678,0.32214
2206,0.475,0.5252600000000001
2207,0.308,0.69214
2208,0.293,0.7073799999999999
2209,0.274,0.7262599999999999
2210,0.297,0.70282
2211,0.432,0.56825
2212,0.723,0.27747
2213,0.636,0.36376
2214,0.714,0.28578
2215,0.602,0.39823
2216,0.729,0.27143
2217,0.45,0.54972
2218,0.427,0.5727
2219,0.652,0.34823
2220,0.404,0.5957600000000001
2221,0.621,0.37884999999999996
2222,0.674,0.32624
2223,0.445,0.55501
2224,0.499,0.50094
2225,0.6,0.39966
2226,0.619,0.38062999999999997
2227,0.671,0.32865
2228,0.632,0.36848
2229,0.288,0.71187
2230,0.688,0.31188
2231,0.285,0.7148399999999999
2232,0.693,0.30657999999999996
2233,0.663,0.33749999999999997
2234,0.28,0.7199
2235,0.302,0.6980599999999999
2236,0.254,0.7455099999999999
2237,0.439,0.56059
2238,0.267,0.7333
2239,0.68,0.32032
2240,0.621,0.37894999999999995
2241,0.661,0.33863
2242,0.312,0.68785
2243,0.265,0.7352
2244,0.409,0.5912900000000001
2245,0.72,0.28002
2246,0.427,0.57277
2247,0.615,0.38506999999999997
2248,0.611,0.38866999999999996
2249,0.615,0.38473999999999997
2250,0.498,0.5023200000000001
2251,0.638,0.36157
2252,0.611,0.38922
2253,0.666,0.33398
2254,0.349,0.65109
2255,0.729,0.27092
2256,0.343,0.6570499999999999
2257,0.339,0.66084
2258,0.731,0.26942
2259,0.691,0.30863
2260,0.482,0.5176900000000001
2261,0.681,0.31866
2262,0.493,0.50677
2263,0.457,0.54305
2264,0.304,0.69567
2265,0.609,0.39110999999999996
2266,0.315,0.6848099999999999
2267,0.33,0.6700499999999999
2268,0.67,0.32955
2269,0.741,0.25866
2270,0.467,0.5331400000000001
2271,0.466,0.5340400000000001
2272,0.497,0.50295
2273,0.716,0.28407
2274,0.413,0.5873
2275,0.448,0.55237
2276,0.725,0.27524
2277,0.693,0.30696999999999997
2278,0.264,0.7362299999999999
2279,0.716,0.28353
2280,0.444,0.55555
2281,0.334,0.66623
2282,0.698,0.30207
2283,0.315,0.6848799999999999
2284,0.325,0.6748599999999999
2285,0.697,0.303
2286,0.412,0.5876800000000001
2287,0.747,0.2532
2288,0.437,0.5628000000000001
2289,0.608,0.39205999999999996
2290,0.671,0.32925
2291,0.745,0.25495999999999996
2292,0.673,0.32661999999999997
2293,0.661,0.33946
2294,0.678,0.32219
2295,0.331,0.66892
2296,0.303,0.69683
2297,0.642,0.35783
2298,0.463,0.5368400000000001
2299,0.718,0.28224
2300,0.73,0.27027999999999996
2301,0.334,0.66591
2302,0.68,0.31973
2303,0.485,0.5150800000000001
2304,0.704,0.29591
2305,0.734,0.26576
2306,0.335,0.66497
2307,0.683,0.31698
2308,0.685,0.31454
2309,0.629,0.37132
2310,0.402,0.5976
2311,0.442,0.5575100000000001
2312,0.416,0.58416
2313,0.452,0.54845
2314,0.292,0.70805
2315,0.688,0.31189
2316,0.29,0.7102499999999999
2317,0.474,0.52612
2318,0.655,0.34543999999999997
2319,0.69,0.30973999999999996
2320,0.258,0.74224
2321,0.708,0.29164999999999996
2322,0.676,0.32377999999999996
2323,0.649,0.35146
2324,0.425,0.57506
2325,0.67,0.33031
2326,0.653,0.34678
2327,0.421,0.5792900000000001
2328,0.66,0.3395
2329,0.671,0.32926
2330,0.497,0.50341
2331,0.287,0.71297
2332,0.481,0.51871
2333,0.722,0.27749999999999997
2334,0.306,0.69448
2335,0.47,0.53019
2336,0.732,0.26800999999999997
2337,0.708,0.29247999999999996
2338,0.747,0.25321
2339,0.678,0.32228999999999997
2340,0.617,0.38347
2341,0.35,0.6501699999999999
2342,0.282,0.7177399999999999
2343,0.321,0.6787099999999999
2344,0.697,0.30263999999999996
2345,0.287,0.7130599999999999
2346,0.73,0.27013
2347,0.692,0.30801
2348,0.303,0.69729
2349,0.291,0.70887
2350,0.654,0.34643999999999997
2351,0.737,0.26331
2352,0.484,0.51614
2353,0.482,0.518
2354,0.601,0.39903
2355,0.611,0.38927999999999996
2356,0.634,0.36554
2357,0.708,0.29224
2358,0.325,0.67475
2359,0.344,0.65592
2360,0.62,0.38042
2361,0.743,0.25658
2362,0.442,0.5584
2363,0.698,0.30201
2364,0.698,0.30205
2365,0.673,0.32704
2366,0.721,0.27860999999999997
2367,0.677,0.32266
2368,0.6,0.39993999999999996
2369,0.295,0.70531
2370,0.615,0.38534999999999997
2371,0.309,0.6913999999999999
2372,0.344,0.6562749999999999
2373,0.403,0.5972200000000001
2374,0.699,0.30062
2375,0.618,0.38181
2376,0.713,0.28654999999999997
2377,0.48,0.5200100000000001
2378,0.316,0.68431
2379,0.669,0.33087999999999995
2380,0.69,0.31040999999999996
2381,0.46,0.5399700000000001
2382,0.339,0.6605399999999999
2383,0.282,0.71788
2384,0.711,0.28902
2385,0.319,0.6806599999999999
2386,0.426,0.5744100000000001
2387,0.333,0.66701
2388,0.675,0.32498
2389,0.656,0.34384
2390,0.736,0.2643
2391,0.466,0.53434
2392,0.322,0.6776399999999999
2393,0.267,0.73324
2394,0.316,0.6835
2395,0.607,0.39274
2396,0.407,0.5934200000000001
2397,0.258,0.7423
2398,0.727,0.27279
2399,0.449,0.5506500000000001
2400,0.447,0.5530900000000001
2401,0.255,0.74484
2402,0.638,0.36163999999999996
2403,0.425,0.57464
2404,0.708,0.2919
2405,0.459,0.5412100000000001
2406,0.645,0.35522
2407,0.664,0.33634
2408,0.615,0.38539999999999996
2409,0.276,0.72358
2410,0.415,0.58462
2411,0.668,0.3323
2412,0.648,0.35153999999999996
2413,0.292,0.70775
2414,0.724,0.27614
2415,0.433,0.56708
2416,0.405,0.5950000000000001
2417,0.623,0.37732
2418,0.703,0.29747
2419,0.346,0.65411
2420,0.262,0.73752
2421,0.315,0.68482
2422,0.675,0.32549
2423,0.259,0.74108
2424,0.669,0.33133999999999997
2425,0.615,0.38478999999999997
2426,0.499,0.50127
2427,0.601,0.39909
2428,0.683,0.31742
2429,0.603,0.39683999999999997
2430,0.674,0.32583999999999996
2431,0.405,0.59491
2432,0.428,0.5720700000000001
2433,0.631,0.36946999999999997
2434,0.681,0.31856999999999996
2435,0.647,0.35251
2436,0.685,0.31531
2437,0.719,0.28106
2438,0.29,0.70997
2439,0.49,0.50982
2440,0.313,0.68738
2441,0.257,0.74344
2442,0.638,0.36229999999999996
2443,0.651,0.34919
2444,0.332,0.66828
2445,0.335,0.66491
2446,0.266,0.7344499999999999
2447,0.635,0.36454
2448,0.62,0.37989
2449,0.711,0.28923
2450,0.292,0.70782
2451,0.31,0.6903499999999999
2452,0.704,0.29633
2453,0.709,0.29087999999999997
2454,0.672,0.32757
2455,0.427,0.5726300000000001
2456,0.735,0.26450999999999997
2457,0.649,0.35122
2458,0.472,0.52795
2459,0.65,0.3499
2460,0.666,0.33369
2461,0.692,0.30824999999999997
2462,0.696,0.30352999999999997
2463,0.47,0.5297400000000001
2464,0.625,0.37498
2465,0.294,0.7064199999999999
2466,0.71,0.2904
2467,0.467,0.53256
2468,0.641,0.35868
2469,0.69,0.31043
2470,0.26,0.7396999999999999
2471,0.668,0.33192
2472,0.605,0.39493999999999996
2473,0.434,0.5663400000000001
2474,0.732,0.26772999999999997
2475,0.684,0.31568
2476,0.637,0.36255
2477,0.705,0.29523
2478,0.629,0.37122
2479,0.302,0.6975199999999999
2480,0.476,0.5243
2481,0.704,0.29579
2482,0.673,0.32737
2483,0.403,0.59736
2484,0.328,0.6719999999999999
2485,0.298,0.70171
2486,0.329,0.67135
2487,0.299,0.7009799999999999
2488,0.271,0.72919
2489,0.66,0.34023
2490,0.713,0.2873
2491,0.662,0.33764
2492,0.663,0.33694999999999997
2493,0.671,0.32904999999999995
2494,0.459,0.5410900000000001
2495,0.28,0.7198199999999999
2496,0.428,0.5716800000000001
2497,0.314,0.6860999999999999
2498,0.28,0.7203799999999999
2499,0.491,0.50897
2500,0.69,0.30989
2501,0.615,0.38489999999999996
2502,0.447,0.5529000000000001
2503,0.717,0.28259999999999996
2504,0.306,0.6944199999999999
2505,0.685,0.31467
2506,0.309,0.69141
2507,0.281,0.7187899999999999
2508,0.736,0.26383999999999996
2509,0.318,0.68158
2510,0.654,0.34647
2511,0.673,0.32711999999999997
2512,0.446,0.55416
2513,0.263,0.73717
2514,0.267,0.7328399999999999
2515,0.6,0.39966999999999997
2516,0.665,0.33458
2517,0.468,0.53181
2518,0.264,0.7357699999999999
2519,0.413,0.5870500000000001
2520,0.429,0.57115
2521,0.333,0.6673
2522,0.498,0.5018400000000001
2523,0.494,0.5063300000000001
2524,0.606,0.3936
2525,0.613,0.38716
2526,0.475,0.5253300000000001
2527,0.336,0.66352
2528,0.604,0.39581
2529,0.407,0.59345
2530,0.685,0.31521
2531,0.71,0.29037
2532,0.439,0.56061
2533,0.731,0.26933
2534,0.636,0.36446999999999996
2535,0.278,0.72217
2536,0.45,0.54988
2537,0.61,0.39015999999999995
2538,0.294,0.7055199999999999
2539,0.72,0.28045
2540,0.699,0.3013
2541,0.654,0.34577
2542,0.72,0.27981
2543,0.616,0.38428999999999996
2544,0.602,0.39788999999999997
2545,0.31,0.69022
2546,0.411,0.58862
2547,0.255,0.74473
2548,0.4,0.59985
2549,0.693,0.30685
2550,0.702,0.29786
2551,0.652,0.34846
2552,0.658,0.34219
2553,0.612,0.38806999999999997
2554,0.332,0.6683399999999999
2555,0.402,0.59762
2556,0.476,0.5241100000000001
2557,0.619,0.38072999999999996
2558,0.663,0.3369
2559,0.268,0.7320399999999999
2560,0.71,0.28953
2561,0.68,0.31955999999999996
2562,0.401,0.5994400000000001
2563,0.687,0.31256999999999996
2564,0.463,0.5369900000000001
2565,0.326,0.6739299999999999
2566,0.408,0.59158
2567,0.31,0.69014
2568,0.681,0.31934999999999997
2569,0.719,0.28143
2570,0.665,0.33527999999999997
2571,0.256,0.7442099999999999
2572,0.693,0.30748
2573,0.284,0.71578
2574,0.736,0.26367999999999997
2575,0.748,0.25207999999999997
2576,0.457,0.5431900000000001
2577,0.687,0.31348
2578,0.409,0.59124
2579,0.333,0.6672199999999999
2580,0.669,0.33116
2581,0.616,0.38383999999999996
2582,0.686,0.31353
2583,0.66,0.34046
2584,0.46,0.5398200000000001
2585,0.303,0.69687
2586,0.687,0.31267999999999996
2587,0.676,0.32394999999999996
2588,0.682,0.31834999999999997
2589,0.345,0.6552899999999999
2590,0.606,0.39427
2591,0.339,0.6609999999999999
2592,0.618,0.38227
2593,0.707,0.29309999999999997
2594,0.303,0.6974199999999999
2595,0.402,0.59845
2596,0.695,0.30528
2597,0.486,0.51432
2598,0.348,0.65189
2599,0.663,0.33743999999999996
2600,0.464,0.53617
2601,0.411,0.58921
2602,0.68,0.31951999999999997
2603,0.68,0.31977
2604,0.268,0.73186
2605,0.611,0.38894999999999996
2606,0.418,0.58152
2607,0.427,0.57303
2608,0.343,0.6568499999999999
2609,0.613,0.38663
2610,0.284,0.7162299999999999
2611,0.465,0.53529
2612,0.478,0.52237
2613,0.694,0.30598
2614,0.734,0.2655
2615,0.65,0.34996
2616,0.422,0.5780200000000001
2617,0.434,0.5663600000000001
2618,0.689,0.31115
2619,0.265,0.73525
2620,0.325,0.67462
2621,0.488,0.51178
2622,0.49,0.5101600000000001
2623,0.691,0.30884
2624,0.639,0.36146
2625,0.722,0.27788
2626,0.448,0.55195
2627,0.266,0.7340199999999999
2628,0.653,0.34739
2629,0.728,0.27216999999999997
2630,0.742,0.25778999999999996
2631,0.278,0.7219599999999999
2632,0.68,0.32001999999999997
2633,0.312,0.68806
2634,0.655,0.3453
2635,0.487,0.51293
2636,0.315,0.6846099999999999
2637,0.745,0.25547
2638,0.47,0.5302300000000001
2639,0.479,0.5205700000000001
2640,0.605,0.39486
2641,0.636,0.36405
2642,0.71,0.29019
2643,0.268,0.7322799999999999
2644,0.453,0.5466000000000001
2645,0.619,0.38092
2646,0.67,0.32960999999999996
2647,0.295,0.7051999999999999
2648,0.646,0.35386999999999996
2649,0.717,0.28311
2650,0.319,0.6810299999999999
2651,0.423,0.57723
2652,0.701,0.29946
2653,0.4,0.59991
2654,0.409,0.5909800000000001
2655,0.677,0.32258
2656,0.696,0.3035
2657,0.664,0.33626
2658,0.3,0.69995
2659,0.68,0.32019
2660,0.29,0.7095899999999999
2661,0.725,0.27503
2662,0.424,0.57559
2663,0.274,0.72597
2664,0.676,0.32359
2665,0.309,0.6914899999999999
2666,0.675,0.3247
2667,0.661,0.33879
2668,0.331,0.66914
2669,0.284,0.71632
2670,0.481,0.5190300000000001
2671,0.713,0.28715999999999997
2672,0.627,0.37272999999999995
2673,0.68,0.32031
2674,0.746,0.25361
2675,0.668,0.33204999999999996
2676,0.628,0.37227
2677,0.343,0.6571699999999999
2678,0.682,0.31805999999999995
2679,0.604,0.39622999999999997
2680,0.648,0.35159999999999997
2681,0.73,0.27036
2682,0.443,0.55735
2683,0.253,0.7468999999999999
2684,0.472,0.5282800000000001
2685,0.627,0.3726
2686,0.677,0.32319
2687,0.662,0.33802
2688,0.478,0.52244
2689,0.741,0.25949
2690,0.664,0.33619
2691,0.346,0.65425
2692,0.416,0.5842
2693,0.672,0.32774
2694,0.348,0.6524599999999999
2695,0.622,0.37755
2696,0.606,0.39404
2697,0.274,0.7263
2698,0.655,0.34478
2699,0.448,0.55189
2700,0.274,0.72556
2701,0.72,0.27959999999999996
2702,0.258,0.74234
2703,0.692,0.30835
2704,0.683,0.31655
2705,0.304,0.6958799999999999
2706,0.467,0.5326700000000001
2707,0.332,0.66753
2708,0.689,0.31127
2709,0.613,0.38697
2710,0.75,0.25038
2711,0.664,0.33598
2712,0.71,0.28973
2713,0.605,0.39501
2714,0.655,0.34467
2715,0.46,0.5397700000000001
2716,0.665,0.33514
2717,0.704,0.29630999999999996
2718,0.438,0.5624
2719,0.737,0.2632
2720,0.733,0.26724
2721,0.433,0.5665100000000001
2722,0.601,0.39929
2723,0.333,0.66747
2724,0.682,0.31794
2725,0.699,0.3006
2726,0.273,0.72717
2727,0.454,0.54625
2728,0.676,0.32445999999999997
2729,0.735,0.26525
2730,0.436,0.5639200000000001
2731,0.697,0.30252
2732,0.344,0.6558299999999999
2733,0.349,0.6508499999999999
2734,0.479,0.52144
2735,0.656,0.34369
2736,0.653,0.34718
2737,0.67,0.33002
2738,0.465,0.5349
2739,0.632,0.36783
2740,0.318,0.6819299999999999
2741,0.273,0.72659
2742,0.688,0.31238
2743,0.689,0.31105
2744,0.43,0.56954
2745,0.669,0.33113
2746,0.279,0.72098
2747,0.658,0.34248
2748,0.298,0.70238
2749,0.735,0.26513
2750,0.291,0.7093499999999999
2751,0.715,0.28464
2752,0.435,0.5649500000000001
2753,0.336,0.6637799999999999
2754,0.461,0.53861
2755,0.318,0.68248
2756,0.289,0.71144
2757,0.344,0.65635
2758,0.673,0.32654
2759,0.318,0.6822999999999999
2760,0.438,0.56193
2761,0.682,0.31795999999999996
2762,0.665,0.33499
2763,0.338,0.66172
2764,0.693,0.30685999999999997
2765,0.714,0.28623
2766,0.269,0.7305299999999999
2767,0.451,0.54905
2768,0.692,0.30755999999999994
2769,0.711,0.28915
2770,0.612,0.38827
2771,0.72,0.27988999999999997
2772,0.657,0.34341
2773,0.637,0.36265
2774,0.424,0.57589
2775,0.635,0.36457999999999996
2776,0.473,0.52693
2777,0.339,0.66123
2778,0.661,0.33919
2779,0.492,0.50804
2780,0.719,0.28057
2781,0.477,0.52295
2782,0.726,0.27366999999999997
2783,0.469,0.5305300000000001
2784,0.673,0.32663
2785,0.338,0.66162
2786,0.712,0.28791
2787,0.281,0.7191
2788,0.317,0.68294
2789,0.26,0.74041
2790,0.642,0.35756
2791,0.732,0.26844
2792,0.684,0.31618999999999997
2793,0.651,0.34919999999999995
2794,0.738,0.26249
2795,0.335,0.6653899999999999
2796,0.62,0.38045999999999996
2797,0.667,0.33336
2798,0.424,0.5756300000000001
2799,0.716,0.28436
2800,0.62,0.37995999999999996
2801,0.686,0.31409
2802,0.736,0.264
2803,0.604,0.39637
2804,0.73,0.26954
2805,0.252,0.7484999999999999
2806,0.605,0.39538999999999996
2807,0.647,0.35287999999999997
2808,0.652,0.34763
2809,0.498,0.5016900000000001
2810,0.427,0.57342
2811,0.404,0.59589
2812,0.437,0.5627300000000001
2813,0.649,0.35069999999999996
2814,0.286,0.71381
2815,0.714,0.28593999999999997
2816,0.728,0.27202
2817,0.641,0.35852999999999996
2818,0.32,0.67958
2819,0.682,0.31834999999999997
2820,0.307,0.69253
2821,0.659,0.34147
2822,0.477,0.5229600000000001
2823,0.332,0.66813
2824,0.738,0.2618
2825,0.735,0.26469
2826,0.747,0.25253
2827,0.487,0.5133700000000001
2828,0.289,0.71139
2829,0.306,0.6938599999999999
2830,0.742,0.25755
2831,0.331,0.6686399999999999
2832,0.682,0.31826
2833,0.276,0.7235999999999999
2834,0.418,0.5816300000000001
2835,0.497,0.50297
2836,0.683,0.31717999999999996
2837,0.638,0.36238
2838,0.677,0.32264
2839,0.297,0.70256
2840,0.453,0.54676
2841,0.47,0.52993
2842,0.448,0.5522
2843,0.732,0.2677
2844,0.315,0.6845699999999999
2845,0.271,0.7287699999999999
2846,0.666,0.33441
2847,0.705,0.29533
2848,0.729,0.27053
2849,0.438,0.5617700000000001
2850,0.642,0.35803999999999997
2851,0.299,0.70085
2852,0.669,0.33099
2853,0.415,0.5851900000000001
2854,0.297,0.70331
2855,0.466,0.5341600000000001
2856,0.309,0.69143
2857,0.441,0.55928
2858,0.264,0.73613
2859,0.686,0.31389
2860,0.346,0.65354
2861,0.287,0.71349
2862,0.342,0.65813
2863,0.46,0.5400400000000001
2864,0.716,0.28426999999999997
2865,0.258,0.742
2866,0.283,0.7166199999999999
2867,0.673,0.32699999999999996
2868,0.305,0.6947399999999999
2869,0.628,0.37249
2870,0.314,0.68555
2871,0.479,0.5214000000000001
2872,0.657,0.34337
2873,0.657,0.34295
2874,0.664,0.33560999999999996
2875,0.448,0.5519900000000001
2876,0.657,0.34346
2877,0.709,0.29055
2878,0.463,0.53652
2879,0.443,0.5567000000000001
2880,0.317,0.6829099999999999
2881,0.638,0.36197999999999997
2882,0.493,0.5066900000000001
2883,0.651,0.34868
2884,0.742,0.25827
2885,0.668,0.33166999999999996
2886,0.749,0.25132
2887,0.283,0.7173799999999999
2888,0.286,0.71432
2889,0.611,0.38864
2890,0.658,0.34209999999999996
2891,0.267,0.73339
2892,0.429,0.5714
2893,0.664,0.33601
2894,0.616,0.38355999999999996
2895,0.665,0.33466999999999997
2896,0.607,0.3931
2897,0.697,0.30328999999999995
2898,0.499,0.50111
2899,0.61,0.39002
2900,0.448,0.5522600000000001
2901,0.677,0.32339
2902,0.336,0.66355
2903,0.687,0.31267
2904,0.457,0.54288
2905,0.448,0.5518000000000001
2906,0.688,0.31193
2907,0.627,0.37306999999999996
2908,0.264,0.7362099999999999
2909,0.455,0.54537
2910,0.436,0.56435
2911,0.66,0.33965999999999996
2912,0.313,0.6869599999999999
2913,0.663,0.3368
2914,0.649,0.35128
2915,0.665,0.33471999999999996
2916,0.704,0.29619
2917,0.647,0.35295
2918,0.739,0.26065
2919,0.497,0.5029
2920,0.432,0.5682
2921,0.687,0.31305
2922,0.311,0.68858
2923,0.419,0.5812700000000001
2924,0.625,0.37481
2925,0.28,0.71978
2926,0.69,0.31044
2927,0.711,0.28903
2928,0.667,0.33335
2929,0.734,0.2656
2930,0.422,0.5775600000000001
2931,0.459,0.5412
2932,0.61,0.38952
2933,0.28,0.7199599999999999
2934,0.625,0.3751
2935,0.672,0.32838
2936,0.488,0.5124700000000001
2937,0.478,0.5224500000000001
2938,0.67,0.33032
2939,0.49,0.51022
2940,0.671,0.32911
2941,0.681,0.31943
2942,0.443,0.55669
2943,0.672,0.32757
2944,0.408,0.59221
2945,0.746,0.25392
2946,0.722,0.27767
2947,0.688,0.31248
2948,0.693,0.30729999999999996
2949,0.664,0.33553
2950,0.439,0.56074
2951,0.604,0.39598999999999995
2952,0.443,0.5565100000000001
2953,0.452,0.54827
2954,0.296,0.70441
2955,0.707,0.29306
2956,0.483,0.516695
2957,0.403,0.5973700000000001
2958,0.499,0.50115
2959,0.686,0.31404
2960,0.653,0.34698
2961,0.736,0.26399
2962,0.627,0.37345999999999996
2963,0.5,0.50011
2964,0.717,0.28257
2965,0.468,0.53247
2966,0.621,0.37879999999999997
2967,0.326,0.67396
2968,0.666,0.33383999999999997
2969,0.673,0.3268
2970,0.683,0.31712
2971,0.666,0.33402
2972,0.488,0.5118100000000001
2973,0.686,0.31436
2974,0.741,0.25894
2975,0.625,0.37515
2976,0.497,0.50338
2977,0.617,0.38304
2978,0.625,0.37468999999999997
2979,0.458,0.5416300000000001
2980,0.493,0.5070300000000001
2981,0.253,0.74686
2982,0.644,0.35577
2983,0.468,0.53196
2984,0.748,0.25214
2985,0.301,0.69856
2986,0.621,0.37872
2987,0.432,0.5675300000000001
2988,0.292,0.70839
2989,0.345,0.65482
2990,0.687,0.31273999999999996
2991,0.271,0.72944
2992,0.627,0.37311999999999995
2993,0.429,0.5709700000000001
2994,0.306,0.69416
2995,0.344,0.6557099999999999
2996,0.662,0.33763
2997,0.678,0.32169
2998,0.694,0.30591999999999997
2999,0.438,0.56223
3000,0.634,0.36568999999999996
3001,0.673,0.32726
3002,0.457,0.5428900000000001
3003,0.484,0.5156400000000001
3004,0.657,0.34348999999999996
3005,0.609,0.39148
3006,0.301,0.6990099999999999
3007,0.734,0.26581
3008,0.295,0.70541
3009,0.346,0.65399
3010,0.673,0.32665
3011,0.697,0.30345
3012,0.422,0.5784400000000001
3013,0.611,0.38877
3014,0.483,0.51663
3015,0.736,0.26371
3016,0.336,0.66406
3017,0.699,0.30082
3018,0.666,0.33449999999999996
3019,0.448,0.5517500000000001
3020,0.615,0.38500999999999996
3021,0.254,0.74608
3022,0.695,0.30455
3023,0.637,0.36328
3024,0.653,0.34719
3025,0.712,0.28756
3026,0.435,0.56491
3027,0.452,0.5480900000000001
3028,0.679,0.32105
3029,0.482,0.5179600000000001
3030,0.455,0.5445000000000001
3031,0.691,0.309
3032,0.412,0.58813
3033,0.468,0.53229
3034,0.667,0.33316
3035,0.651,0.34870999999999996
3036,0.634,0.36645
3037,0.706,0.29375
3038,0.272,0.7275999999999999
3039,0.673,0.32672
3040,0.341,0.6594199999999999
3041,0.437,0.5633100000000001
3042,0.613,0.38703
3043,0.271,0.7286699999999999
3044,0.29,0.71049
3045,0.402,0.5981700000000001
3046,0.602,0.39813
3047,0.4,0.5997600000000001
3048,0.687,0.31338
3049,0.7,0.30011999999999994
3050,0.466,0.5337700000000001
3051,0.266,0.73408
3052,0.698,0.30173
3053,0.638,0.36233
3054,0.658,0.34243999999999997
3055,0.706,0.29402
3056,0.74,0.25959
3057,0.497,0.5030800000000001
3058,0.667,0.33327999999999997
3059,0.461,0.5393800000000001
3060,0.744,0.25593
3061,0.451,0.5492400000000001
3062,0.684,0.31634999999999996
3063,0.264,0.73627
3064,0.256,0.74359
3065,0.627,0.37311
3066,0.48,0.5198
3067,0.75,0.25005
3068,0.695,0.30469999999999997
3069,0.299,0.70129
3070,0.477,0.5227400000000001
3071,0.675,0.32493
3072,0.683,0.31690999999999997
3073,0.68,0.32039999999999996
3074,0.413,0.5870700000000001
3075,0.47,0.53012
3076,0.696,0.30388
3077,0.444,0.55562
3078,0.484,0.51634
3079,0.467,0.53341
3080,0.677,0.32267999999999997
3081,0.715,0.28482999999999997
3082,0.269,0.73117
3083,0.491,0.5093500000000001
3084,0.701,0.29875999999999997
3085,0.329,0.67065
3086,0.685,0.31488499999999997
3087,0.716,0.28387999999999997
3088,0.648,0.35169
3089,0.73,0.26988
3090,0.699,0.30140999999999996
3091,0.709,0.29131
3092,0.608,0.39191
3093,0.255,0.74464
3094,0.734,0.26636
3095,0.29,0.70987
3096,0.462,0.53788
3097,0.34,0.6600499999999999
3098,0.729,0.27075
3099,0.34,0.65999
3100,0.67,0.33019
3101,0.625,0.37516
3102,0.496,0.50438
3103,0.283,0.7169599999999999
3104,0.491,0.5093000000000001
3105,0.317,0.68273
3106,0.741,0.25936
3107,0.28,0.72025
3108,0.455,0.54498
3109,0.29,0.7098199999999999
3110,0.438,0.5619700000000001
3111,0.459,0.54103
3112,0.687,0.31327
3113,0.642,0.35763
3114,0.601,0.39884
3115,0.337,0.6630999999999999
3116,0.433,0.56657
3117,0.685,0.31493
3118,0.61,0.39022999999999997
3119,0.709,0.29123
3120,0.683,0.31664
3121,0.438,0.5622900000000001
3122,0.285,0.71481
3123,0.483,0.51676
3124,0.687,0.31259
