loan_id,default_flag,orig_credit_score,current_credit_score,credit_score_change,original_balance,current_balance,balance_to_original_ratio,interest_rate,months_on_book,days_past_due,watchlist_flag,high_utilization_flag,score_deteriorated_flag,loan_type_term,region_North,region_South,region_West,loan_purpose_debt_consolidation,loan_purpose_home_improvement,loan_purpose_personal,credit_score_band_Fair,credit_score_band_Good,credit_score_band_Very Good,credit_score_band_Excellent,dpd_bucket_1-30,dpd_bucket_31-60,dpd_bucket_61-90,dpd_bucket_90+
2293,0,648,623,-25,12660.92,3478.83,0.275,5.56,27.2,12,0,0,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False
2294,0,704,665,-39,6956.14,1276.79,0.184,6.06,35.4,8,0,0,1,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
2295,0,727,734,7,5756.59,2635.61,0.458,7.16,20.1,5,0,0,0,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False
2296,0,635,626,-9,5930.3,2147.52,0.362,7.52,27.0,9,0,0,0,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False
2297,0,602,577,-25,31902.02,29201.63,0.915,9.75,8.2,16,0,0,0,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2298,0,666,638,-28,23474.09,2347.41,0.1,7.08,44.7,8,0,0,0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2299,0,731,703,-28,5623.75,1601.5,0.285,10.23,33.7,2,0,0,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2300,0,591,570,-21,11234.42,1285.74,0.114,5.92,33.5,9,0,0,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
2301,0,694,705,11,20349.99,13228.81,0.65,12.39,17.4,17,0,0,0,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False
2302,0,668,674,6,15610.94,1561.09,0.1,8.61,41.2,6,0,0,0,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False
2303,0,666,626,-40,7359.96,6546.38,0.889,10.51,11.0,11,0,0,1,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False
2304,0,698,692,-6,6605.14,5240.3,0.793,9.18,9.5,4,0,0,0,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False
2305,0,578,531,-47,51002.95,47077.5,0.923,5.3,2.8,18,0,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
2306,0,751,752,1,8156.21,815.62,0.1,11.12,42.9,0,0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
2307,0,626,591,-35,8640.96,4831.02,0.559,6.49,18.8,14,1,0,1,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
2308,0,701,683,-18,12200.54,9331.15,0.765,7.54,20.5,10,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2309,0,722,686,-36,25575.43,20597.58,0.805,3.52,17.8,2,0,0,1,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
2310,0,767,724,-43,17247.63,9190.32,0.533,6.65,35.0,0,0,0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2311,0,677,655,-22,3660.12,1095.96,0.299,6.7,36.2,13,0,0,0,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False
2312,0,592,556,-36,4849.03,4529.43,0.934,7.08,2.9,13,1,0,1,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
2313,1,584,525,-59,76710.81,72145.79,0.94,9.91,3.8,16,0,0,1,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
2314,0,756,745,-11,8436.83,843.68,0.1,9.91,44.7,1,1,0,0,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False
2315,0,646,605,-41,18580.57,17249.93,0.928,15.78,2.8,10,0,0,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2316,0,657,596,-61,4019.85,3038.21,0.756,11.68,15.0,6,0,0,1,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
2317,0,612,567,-45,16259.45,12203.16,0.751,14.57,12.2,17,0,0,1,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False
2318,1,656,654,-2,15187.02,2889.19,0.19,5.47,32.1,16,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2319,0,784,778,-6,4420.94,2392.27,0.541,8.84,15.4,0,0,0,0,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
2320,0,681,662,-19,19123.83,18618.22,0.974,13.45,1.8,8,0,0,0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2321,0,631,612,-19,16745.76,13079.74,0.781,9.72,11.7,17,1,0,0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2322,0,742,710,-32,21251.32,20706.93,0.974,9.54,2.5,1,0,0,1,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
2323,1,530,465,-65,21887.89,4261.41,0.195,10.88,35.1,23,1,0,1,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
2324,0,679,645,-34,23978.56,13723.74,0.572,4.75,39.5,8,0,0,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2325,0,658,635,-23,18060.6,10708.35,0.593,13.11,15.9,10,0,0,0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False
2326,0,663,636,-27,26504.22,23055.27,0.87,6.06,7.6,8,0,0,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2327,0,593,554,-39,1794.8,485.01,0.27,7.07,44.5,9,0,0,1,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2328,0,671,648,-23,24315.71,4118.65,0.169,6.41,38.2,9,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2329,0,656,638,-18,22257.68,20918.94,0.94,9.26,4.2,8,0,0,0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2330,0,622,581,-41,8415.93,6541.35,0.777,10.14,10.4,12,0,0,1,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
2331,0,655,634,-21,22406.33,8130.76,0.363,7.65,36.6,8,0,0,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2332,0,563,547,-16,3437.01,1704.88,0.496,5.2,42.0,16,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2333,0,810,815,5,1753.21,448.4,0.256,5.25,31.9,0,0,0,0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
2334,0,474,416,-58,3937.33,2350.6,0.597,7.01,16.2,37,0,0,1,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
2335,0,671,660,-11,5621.93,5248.43,0.934,11.29,2.4,10,0,0,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2336,0,670,634,-36,38553.44,4748.68,0.123,3.0,37.9,7,0,0,1,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False
2337,1,645,621,-24,6734.78,3180.54,0.472,13.8,20.2,12,1,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2338,0,665,656,-9,3463.99,606.8,0.175,6.8,45.1,14,0,0,0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2339,0,718,659,-59,2517.46,1467.67,0.583,10.27,14.0,6,0,0,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
2340,0,604,549,-55,13382.84,6512.55,0.487,9.79,31.7,16,0,0,1,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2341,0,573,528,-45,26749.54,23102.86,0.864,7.3,6.1,15,1,0,1,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
2342,1,648,608,-40,10682.67,7942.93,0.744,10.63,15.1,13,1,0,1,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
2343,0,516,457,-59,25029.11,2502.91,0.1,3.0,38.8,21,0,0,1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2344,0,627,595,-32,24403.06,15067.69,0.617,9.1,14.3,14,0,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2345,0,647,609,-38,40959.92,23160.27,0.565,3.11,26.9,20,0,0,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2346,0,685,662,-23,15692.66,1569.27,0.1,9.39,47.0,8,0,0,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2347,0,757,728,-29,22449.89,16938.25,0.754,11.43,22.0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2348,0,697,701,4,26833.75,22247.85,0.829,6.42,12.9,5,0,0,0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
2349,0,700,670,-30,5526.57,2243.89,0.406,17.57,20.6,3,0,0,0,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False
2350,0,636,612,-24,5707.98,1532.46,0.268,11.79,31.3,12,0,0,0,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2351,0,643,636,-7,8499.59,6671.88,0.785,11.49,19.3,9,0,0,0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2352,0,644,597,-47,4240.97,424.1,0.1,8.54,45.6,14,0,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2353,0,672,641,-31,29548.25,22991.76,0.778,7.69,8.1,9,0,0,1,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
2354,0,653,606,-47,2782.97,2067.83,0.743,12.71,16.6,9,0,0,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
2355,0,699,653,-46,16318.4,12537.77,0.768,15.45,18.4,11,0,0,1,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False
2356,0,717,669,-48,12069.68,8689.26,0.72,6.33,14.9,4,1,0,1,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
2357,0,756,718,-38,38606.49,12815.83,0.332,7.58,22.7,2,0,0,1,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
2358,0,696,692,-4,33526.64,12529.57,0.374,10.29,43.5,10,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2359,0,699,658,-41,11637.57,5910.95,0.508,13.28,44.7,9,0,0,1,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
2360,0,749,734,-15,29375.47,4666.55,0.159,6.01,38.6,4,0,0,0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2361,0,723,715,-8,10718.98,10473.47,0.977,5.38,0.3,5,0,0,0,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
2362,0,658,624,-34,1400.14,815.69,0.583,4.63,33.8,7,0,0,1,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2363,0,617,607,-10,9214.55,8997.28,0.976,11.6,1.1,13,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2364,0,651,618,-33,29284.78,28312.33,0.967,11.57,3.0,11,0,0,1,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2365,0,630,604,-26,15309.18,1530.92,0.1,4.46,39.0,13,0,0,0,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False
2366,0,687,664,-23,19604.88,18781.67,0.958,14.18,1.9,9,0,0,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2367,0,709,658,-51,12096.19,4573.47,0.378,4.42,45.0,2,0,0,1,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
2368,0,655,640,-15,17283.78,12466.42,0.721,6.53,10.4,11,0,0,0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2369,0,658,641,-17,8337.19,5585.3,0.67,4.57,11.9,12,0,0,0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
2370,0,520,459,-61,8668.11,866.81,0.1,11.19,40.3,27,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2371,0,645,606,-39,6273.23,2632.38,0.42,13.24,20.1,16,0,0,1,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False
2372,0,850,850,0,19706.34,8685.24,0.441,11.93,27.3,0,0,0,0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
2373,0,747,719,-28,13878.5,11821.38,0.852,8.71,13.2,1,0,0,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
2374,0,759,764,5,19598.21,3859.69,0.197,9.2,45.3,1,0,0,0,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False
2375,0,709,709,0,1928.77,1684.39,0.873,8.75,4.4,6,0,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2376,0,735,701,-34,22745.39,2274.54,0.1,9.45,47.7,1,0,0,1,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False
2377,0,659,630,-29,25210.79,14534.74,0.577,10.57,20.4,9,0,0,0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2378,0,631,578,-53,39758.06,23298.41,0.586,8.28,17.3,7,0,0,1,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2379,0,769,740,-29,31101.04,7840.77,0.252,7.03,32.2,0,0,0,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2380,0,614,555,-59,9500.31,6741.76,0.71,11.2,11.9,15,1,0,1,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2381,0,709,662,-47,28762.7,2876.27,0.1,3.8,47.9,4,0,0,1,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
2382,0,786,766,-20,4097.97,2645.0,0.645,11.31,15.5,0,0,0,0,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2383,0,737,719,-18,4155.32,3297.88,0.794,14.35,13.4,3,0,0,0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
2384,0,664,636,-28,20342.15,2034.21,0.1,7.49,45.0,7,0,0,0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2385,0,756,718,-38,14812.07,13779.56,0.93,8.44,3.6,2,0,0,1,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
2386,0,693,689,-4,24250.68,5605.91,0.231,8.67,43.0,4,1,0,0,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2387,0,671,648,-23,15072.95,1640.56,0.109,8.95,30.9,9,0,0,0,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False
2388,1,724,693,-31,13749.52,1374.95,0.1,9.33,45.7,3,0,0,1,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2389,1,627,588,-39,12866.92,8732.68,0.679,8.81,22.6,13,0,0,1,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
2390,0,593,563,-30,9282.76,928.28,0.1,7.4,48.6,23,0,0,0,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False
2391,0,665,671,6,23659.38,21625.72,0.914,10.04,2.9,7,0,0,0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2392,0,640,625,-15,23204.25,3725.08,0.161,11.55,32.2,11,0,0,0,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2393,1,592,556,-36,3352.43,1354.51,0.404,7.65,27.9,17,0,0,1,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False
2394,1,681,655,-26,10926.92,4392.15,0.402,6.04,21.4,8,0,0,0,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False
2395,0,647,638,-9,24823.74,12566.62,0.506,12.53,35.5,8,0,0,0,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
2396,0,622,606,-16,16754.22,14508.36,0.866,9.32,10.9,15,0,0,0,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False
2397,0,679,658,-21,14375.24,7470.56,0.52,4.22,36.1,6,0,0,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2398,0,623,573,-50,6689.86,4681.1,0.7,12.01,27.3,22,0,0,1,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2399,0,749,730,-19,10427.82,1042.78,0.1,5.79,38.8,1,0,0,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2400,0,786,784,-2,23443.41,19495.85,0.832,7.92,15.2,0,0,0,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2401,0,722,708,-14,2648.35,2238.14,0.845,8.24,8.1,11,0,0,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2402,0,654,625,-29,1000.0,840.13,0.84,7.25,8.5,5,1,0,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
2403,0,704,677,-27,34687.54,14606.46,0.421,11.27,42.3,4,0,0,0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2404,0,639,621,-18,2684.94,1116.36,0.416,13.51,29.9,6,0,0,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2405,0,719,694,-25,13853.61,6417.95,0.463,11.81,35.1,3,0,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
2406,0,723,681,-42,11157.77,1115.78,0.1,10.71,48.1,3,0,0,1,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False
2407,0,727,687,-40,20103.06,8389.12,0.417,7.81,36.3,3,0,0,1,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2408,0,657,610,-47,26945.04,20419.57,0.758,15.99,13.5,7,0,0,1,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2409,0,722,691,-31,3651.34,365.13,0.1,10.37,45.0,5,0,0,1,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
2410,0,709,713,4,8797.21,6311.62,0.717,12.45,19.9,6,0,0,0,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False
2411,0,695,669,-26,12219.47,1221.95,0.1,7.23,38.6,7,0,0,0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2412,0,685,671,-14,50076.3,46449.5,0.928,14.28,4.3,7,0,0,0,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False
2413,1,615,575,-40,67785.57,13527.74,0.2,3.0,34.3,13,0,0,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2414,0,704,662,-42,17561.81,8013.9,0.456,3.26,29.6,9,0,0,1,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False
2415,0,663,651,-12,2351.92,2043.08,0.869,11.45,9.9,8,0,0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2416,0,603,545,-58,6527.44,652.74,0.1,4.55,43.5,13,0,0,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False
2417,0,637,598,-39,3412.02,3262.91,0.956,7.21,2.0,14,0,0,1,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
2418,0,705,662,-43,25605.63,20631.2,0.806,8.76,17.8,5,0,0,1,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False
2419,0,651,603,-48,41212.24,29277.97,0.71,9.09,16.7,15,0,0,1,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
2420,0,645,634,-11,4645.26,575.62,0.124,14.75,29.2,7,0,0,0,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2421,0,555,509,-46,8738.43,5279.56,0.604,9.14,32.9,20,0,0,1,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
2422,0,745,731,-14,5724.22,4506.13,0.787,4.83,10.5,1,0,0,0,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False
2423,0,613,588,-25,11122.7,5228.88,0.47,9.5,42.5,14,0,0,0,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2424,0,683,661,-22,15604.31,13676.41,0.876,7.12,7.0,7,0,0,0,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
2425,0,651,615,-36,4130.31,3607.92,0.874,8.15,10.2,15,0,0,1,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False
2426,0,695,639,-56,16663.5,8396.11,0.504,9.63,18.2,6,0,0,1,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2427,0,694,647,-47,6793.49,5206.05,0.766,11.46,21.6,9,0,0,1,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
2428,0,667,631,-36,2649.36,2021.34,0.763,10.58,14.7,8,0,0,1,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False
2429,0,696,675,-21,38037.98,37465.43,0.985,9.41,0.5,5,0,0,0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
2430,1,681,630,-51,34010.41,17637.94,0.519,12.26,25.0,7,0,0,1,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
2431,0,597,526,-71,1852.22,407.75,0.22,10.17,29.3,15,0,0,1,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
2432,0,752,748,-4,10784.71,1078.47,0.1,10.61,46.8,2,0,0,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
2433,0,771,754,-17,11661.45,2401.79,0.206,3.24,27.2,0,0,0,0,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2434,1,627,597,-30,6723.96,672.4,0.1,13.9,36.2,9,0,0,0,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2435,0,587,556,-31,32268.51,26541.27,0.823,6.63,10.4,20,0,0,1,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False
2436,0,755,733,-22,11388.88,10705.93,0.94,6.78,3.6,2,0,0,0,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False
2437,0,615,599,-16,10325.89,1396.8,0.135,10.28,29.9,14,0,0,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
2438,0,757,727,-30,16918.83,3937.18,0.233,6.5,28.0,1,0,0,0,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False
2439,0,749,723,-26,14633.32,9490.7,0.649,6.57,13.3,2,0,0,0,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False
2440,1,670,659,-11,15508.7,6574.27,0.424,14.25,36.5,11,0,0,0,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
2441,0,669,617,-52,12789.46,5819.03,0.455,13.78,42.6,5,0,0,1,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2442,0,620,596,-24,27891.03,20776.42,0.745,8.42,15.7,15,0,0,0,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
2443,0,683,682,-1,7090.88,6574.1,0.927,7.67,4.4,8,0,0,0,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
2444,0,709,682,-27,7328.61,2553.76,0.348,7.3,38.9,3,0,0,0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False
2445,0,701,657,-44,21413.1,12129.92,0.566,3.0,16.4,7,0,0,1,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False
2446,0,716,673,-43,15488.86,3323.96,0.215,11.97,47.4,7,0,0,1,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2447,0,743,731,-12,5037.27,3347.08,0.664,9.73,21.4,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2448,0,677,639,-38,4497.73,3953.17,0.879,7.23,7.3,5,0,0,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2449,0,849,850,1,28392.66,7120.56,0.251,16.03,28.7,0,0,0,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
2450,0,706,673,-33,11271.84,8689.05,0.771,3.2,13.9,7,0,0,1,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
2451,0,703,675,-28,30195.85,24628.62,0.816,13.67,14.5,9,1,0,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False
2452,0,703,661,-42,21359.4,16384.07,0.767,5.69,16.0,6,0,0,1,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2453,0,704,690,-14,10891.07,1089.11,0.1,14.58,40.3,6,1,0,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
2454,0,703,679,-24,46169.36,44755.69,0.969,13.39,1.0,9,0,0,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
2455,0,742,736,-6,5893.44,4519.84,0.767,5.41,9.0,0,0,0,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False
2456,0,529,465,-64,6078.62,637.85,0.105,10.8,42.6,24,0,0,1,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2457,0,665,622,-43,25922.54,11219.97,0.433,10.5,35.2,11,0,0,1,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False
2458,0,581,544,-37,10667.81,1066.78,0.1,7.25,47.4,13,0,0,1,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2459,0,761,739,-22,8661.25,5616.79,0.648,11.83,26.5,1,0,0,0,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False
2460,0,595,575,-20,4039.7,563.0,0.139,12.25,45.6,17,0,0,0,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False
2461,0,632,594,-38,54962.26,5496.23,0.1,10.81,38.5,11,0,0,1,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2462,0,640,613,-27,3139.59,1700.62,0.542,7.16,29.3,14,0,0,0,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2463,0,607,570,-37,18543.35,12229.77,0.66,14.11,15.0,11,0,0,1,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False
2464,1,661,638,-23,3040.12,1591.73,0.524,6.95,46.8,14,0,0,0,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2465,0,554,506,-48,11702.29,3776.68,0.323,8.23,48.0,18,0,0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
2466,0,771,750,-21,28203.8,25813.21,0.915,8.94,4.7,0,0,0,0,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False
2467,0,705,703,-2,9931.37,4646.89,0.468,10.25,38.8,2,0,0,0,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False
2468,1,634,616,-18,20047.89,11095.59,0.553,7.96,20.1,13,0,0,0,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
2469,0,714,706,-8,21862.1,16219.78,0.742,8.2,17.5,8,0,0,0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False
2470,1,699,657,-42,6395.71,6288.96,0.983,4.44,0.9,10,0,0,1,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False
2471,0,623,604,-19,9391.21,939.12,0.1,3.0,45.5,14,1,0,0,True,True,False,False,True,False,False,True,False,False,False,True,False,False,False
2472,0,722,723,1,6389.4,3200.32,0.501,11.39,43.8,1,0,0,0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False
2473,0,667,624,-43,19478.68,13810.04,0.709,11.73,25.3,9,0,0,1,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False
2474,0,748,724,-24,21150.54,7608.27,0.36,16.82,22.7,2,0,0,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
2475,0,650,612,-38,13315.34,10769.61,0.809,9.58,8.9,10,0,0,1,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
2476,0,598,566,-32,25155.56,2662.6,0.106,5.85,36.0,13,0,0,1,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
2477,0,738,720,-18,29226.36,16095.75,0.551,5.01,30.2,3,0,0,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False
2478,0,666,634,-32,26931.97,7903.57,0.293,6.73,30.0,9,0,0,1,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False
2479,0,678,650,-28,15903.5,14703.43,0.925,10.21,3.0,7,0,0,0,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False
2480,0,695,668,-27,5975.46,5207.45,0.871,6.39,6.4,6,0,0,0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
2481,0,621,622,1,1113.99,111.4,0.1,11.52,47.4,10,0,0,0,True,False,False,True,True,False,False,True,False,False,False,True,False,False,False
2482,0,662,627,-35,12288.93,7315.88,0.595,10.74,19.0,6,0,0,1,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False
2483,0,647,660,13,29473.68,8034.17,0.273,10.17,31.8,8,0,0,0,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False
