loan_id,loan_type,region,loan_purpose,origination_date,orig_credit_score,current_credit_score,original_balance,current_balance,credit_limit,interest_rate,days_past_due,watchlist_flag,default_flag,months_on_book,utilization,credit_score_change
1662,term,South,personal,2022-10-15,694,662,31910.51,14959.5,,10.13,13,0,0,27.0,,-32
1663,term,West,personal,2023-03-20,647,627,19883.52,8223.57,,12.21,8,0,0,21.8,,-20
1664,term,East,debt_consolidation,2022-05-20,715,667,8382.52,2780.77,,7.98,6,0,0,31.9,,-48
1665,term,North,home_improvement,2024-06-14,706,664,13093.86,12214.95,,10.41,6,0,0,6.7,,-42
1666,term,East,auto,2021-08-16,609,568,4423.56,442.36,,4.65,22,0,0,41.1,,-41
1667,revolving,East,auto,2024-06-09,790,757,23324.61,21401.68,55523.26,10.77,0,0,0,6.9,0.385,-33
1668,term,East,personal,2021-01-08,643,580,12205.78,3056.23,,7.86,10,1,0,48.5,,-63
1669,term,North,home_improvement,2023-08-20,649,616,36174.22,20299.32,,7.98,13,0,0,16.7,,-33
1670,term,North,home_improvement,2021-10-27,714,697,5749.52,574.95,,8.87,4,1,0,38.7,,-17
1671,term,West,personal,2024-12-21,777,756,55517.17,54167.67,,6.77,0,0,0,0.4,,-21
1672,term,East,auto,2021-12-03,602,592,28861.94,2886.19,,8.43,11,0,1,37.5,,-10
1673,term,East,home_improvement,2021-05-12,652,622,10671.88,5301.14,,12.86,10,0,0,44.3,,-30
1674,term,East,auto,2021-01-19,737,723,3464.7,458.39,,12.52,6,0,0,48.1,,-14
1675,revolving,North,debt_consolidation,2022-11-05,645,616,28496.19,16410.86,28836.14,9.61,10,0,0,26.3,0.569,-29
1676,revolving,East,auto,2024-04-28,689,668,16918.09,15010.73,38254.79,8.23,15,0,0,8.3,0.392,-21
1677,term,South,home_improvement,2021-12-11,655,632,8802.15,4818.57,,6.87,9,0,0,37.2,,-23
1678,term,East,auto,2022-10-07,709,699,2118.96,541.72,,6.02,5,1,0,27.2,,-10
1679,term,East,home_improvement,2021-12-03,605,564,9793.08,979.31,,12.52,22,0,0,37.5,,-41
1680,term,North,personal,2024-03-08,698,671,26476.87,23256.24,,8.98,11,0,0,10.0,,-27
1681,term,North,debt_consolidation,2023-12-18,709,684,15896.32,10230.17,,3.29,3,0,0,12.7,,-25
1682,term,South,home_improvement,2023-07-01,720,695,16732.27,10761.67,,5.06,5,0,0,18.3,,-25
1683,term,West,debt_consolidation,2024-01-09,648,606,11727.05,7646.38,,5.93,12,1,0,11.9,,-42
1684,term,East,debt_consolidation,2024-06-08,766,697,1446.85,1159.45,,3.0,0,0,0,6.9,,-69
1685,term,North,auto,2022-08-17,554,496,13124.52,5556.96,,6.79,22,0,1,28.9,,-58
1686,term,West,auto,2021-08-26,640,620,2545.62,1056.47,,3.0,9,0,0,40.8,,-20
1687,revolving,North,debt_consolidation,2021-01-03,826,818,15078.85,1507.88,2535.61,9.8,0,0,0,48.6,0.595,-8
1688,term,North,auto,2023-02-25,681,657,22104.48,12132.23,,8.97,5,0,0,22.5,,-24
1689,term,North,personal,2021-04-26,747,732,7355.19,3108.94,,11.96,3,0,0,44.9,,-15
1690,revolving,North,personal,2022-10-09,691,670,15645.26,7070.96,11355.37,10.09,7,1,0,27.2,0.623,-21
1691,term,North,auto,2021-07-22,784,796,4495.24,2462.2,,16.87,0,0,0,42.0,,12
1692,term,West,debt_consolidation,2024-08-19,668,640,22129.31,20034.45,,7.95,7,0,0,4.5,,-28
1693,term,East,debt_consolidation,2022-10-17,693,685,6799.66,4166.59,,7.25,7,0,0,26.9,,-8
1694,term,West,personal,2023-05-19,732,722,15616.31,9552.76,,12.25,1,0,0,19.8,,-10
1695,revolving,North,home_improvement,2024-01-07,771,746,17759.51,14430.76,35445.38,9.76,0,0,0,12.0,0.407,-25
1696,term,East,debt_consolidation,2022-06-19,569,519,25457.08,13794.18,,9.09,25,0,0,30.9,,-50
1697,revolving,West,home_improvement,2022-05-21,711,682,12542.52,7932.36,20088.86,11.99,5,0,1,31.9,0.395,-29
1698,term,West,auto,2022-11-07,628,595,41483.97,18889.09,,12.21,17,0,0,26.2,,-33
1699,revolving,East,debt_consolidation,2021-10-05,676,642,18402.06,6244.01,11959.65,3.55,10,0,0,39.5,0.522,-34
1700,revolving,South,home_improvement,2021-10-07,647,616,3143.73,314.37,777.35,8.56,7,0,0,39.4,0.404,-31
1701,term,West,auto,2024-03-24,545,494,12917.26,10886.33,,10.34,25,1,0,9.4,,-51
1702,revolving,South,debt_consolidation,2023-11-07,743,717,23523.2,16683.79,33437.99,3.0,6,0,0,14.0,0.499,-26
1703,term,South,debt_consolidation,2021-11-23,601,568,24832.56,5696.71,,6.6,16,0,0,37.8,,-33
1704,term,East,personal,2021-05-05,675,646,3398.89,339.89,,10.53,13,0,0,44.6,,-29
1705,term,East,auto,2022-01-20,673,649,9792.01,3249.3,,11.95,8,0,0,35.9,,-24
1706,revolving,East,debt_consolidation,2022-11-21,632,594,23959.4,10330.58,25148.13,7.92,7,0,0,25.7,0.411,-38
1707,term,West,auto,2022-01-13,718,686,27746.4,7977.92,,5.72,1,0,0,36.1,,-32
1708,revolving,North,debt_consolidation,2023-03-29,658,631,3919.91,2686.26,4304.82,9.3,13,0,1,21.5,0.624,-27
1709,term,South,personal,2022-08-26,637,619,6276.17,4026.29,,8.6,13,0,0,28.6,,-18
1710,revolving,North,personal,2024-06-21,592,557,13427.64,11816.81,35195.79,7.16,17,1,0,6.5,0.336,-35
1711,term,West,home_improvement,2024-10-09,624,596,19552.04,18256.94,,4.66,8,0,0,2.8,,-28
1712,term,South,auto,2024-12-15,705,684,15559.92,15266.79,,7.56,8,0,0,0.6,,-21
1713,revolving,South,auto,2024-10-20,560,521,29843.36,28306.19,78158.54,4.26,28,0,1,2.4,0.362,-39
1714,term,North,home_improvement,2024-11-23,780,772,31802.69,30707.3,,6.76,0,0,0,1.3,,-8
1715,term,East,debt_consolidation,2024-02-08,670,643,11602.04,10122.39,,8.77,11,0,0,10.9,,-27
1716,revolving,South,debt_consolidation,2021-02-25,627,615,21617.85,3144.18,9404.38,7.0,16,0,0,46.9,0.334,-12
1717,revolving,West,auto,2023-04-04,715,682,11593.7,7395.22,16190.14,14.7,10,0,0,21.3,0.457,-33
1718,term,East,personal,2023-08-22,654,627,15798.92,8561.92,,8.55,12,0,0,16.6,,-27
1719,term,North,auto,2023-03-08,733,707,6953.72,5104.59,,11.71,1,0,0,22.2,,-26
1720,term,South,personal,2021-02-12,616,578,18668.74,1866.87,,9.34,8,0,0,47.3,,-38
1721,term,East,personal,2022-10-22,620,578,12998.79,8145.7,,5.41,15,1,0,26.7,,-42
1722,revolving,South,personal,2022-12-27,715,702,15949.77,4685.65,12745.7,7.08,5,0,0,24.5,0.368,-13
1723,term,West,debt_consolidation,2024-11-04,751,735,46127.6,43901.47,,8.49,3,0,0,1.9,,-16
1724,term,East,personal,2023-05-27,691,689,20750.57,9995.06,,7.05,7,0,0,19.5,,-2
1725,term,East,auto,2024-06-04,693,667,35777.09,30337.88,,8.92,6,0,0,7.0,,-26
1726,term,East,debt_consolidation,2022-12-31,629,609,12924.8,7222.06,,7.03,16,0,0,24.4,,-20
1727,term,North,debt_consolidation,2024-07-17,649,611,9942.76,9187.82,,9.27,11,0,0,5.6,,-38
1728,term,South,debt_consolidation,2021-08-24,640,608,14408.33,2341.35,,11.88,12,0,0,40.9,,-32
1729,revolving,East,home_improvement,2024-05-20,757,721,5224.57,4545.49,8612.51,11.46,1,0,0,7.5,0.528,-36
1730,term,North,personal,2024-01-29,763,748,3871.83,2602.51,,10.01,2,0,0,11.3,,-15
1731,term,West,home_improvement,2024-04-27,711,699,1783.77,1496.48,,9.46,5,0,0,8.3,,-12
1732,revolving,East,home_improvement,2023-10-30,800,806,3792.98,2839.49,5181.52,5.73,0,0,0,14.3,0.548,6
1733,term,East,debt_consolidation,2021-12-19,717,692,2364.18,236.42,,12.32,13,0,0,37.0,,-25
1734,term,West,personal,2022-09-29,750,731,6377.44,1752.55,,3.6,2,0,0,27.5,,-19
1735,term,West,debt_consolidation,2024-05-24,666,653,17901.55,15872.94,,7.97,11,0,0,7.4,,-13
1736,term,West,personal,2023-08-27,670,664,8709.75,4439.09,,6.29,6,1,0,16.4,,-6
1737,term,North,home_improvement,2022-02-12,670,636,3800.67,1337.25,,10.81,7,1,0,35.1,,-34
1738,term,North,debt_consolidation,2023-01-04,623,607,5885.21,2903.58,,14.16,9,0,0,24.3,,-16
1739,term,West,debt_consolidation,2021-07-16,653,630,4788.24,478.82,,7.94,10,0,0,42.2,,-23
1740,term,South,home_improvement,2022-08-14,699,679,26889.9,12495.0,,13.9,10,0,1,29.0,,-20
1741,revolving,North,auto,2022-03-05,644,638,21712.84,10201.18,20071.39,7.49,14,0,0,34.4,0.508,-6
1742,term,East,personal,2023-08-07,713,662,2824.53,1955.87,,7.15,7,0,0,17.1,,-51
1743,revolving,West,debt_consolidation,2023-01-29,635,594,17729.46,9715.42,16742.81,6.97,9,1,0,23.4,0.58,-41
1744,term,North,auto,2021-10-03,632,595,13915.08,3960.74,,12.67,10,0,0,39.5,,-37
1745,term,North,personal,2023-04-06,680,662,21294.53,12648.2,,12.52,3,0,0,21.2,,-18
1746,term,West,home_improvement,2024-06-01,557,505,23360.77,20028.38,,8.02,13,0,0,7.1,,-52
1747,term,East,home_improvement,2022-08-05,744,732,2211.23,1313.5,,10.85,1,0,0,29.3,,-12
1748,term,East,home_improvement,2024-10-13,722,689,31940.35,30437.09,,7.35,3,0,0,2.7,,-33
1749,term,West,debt_consolidation,2024-10-22,728,714,11181.72,10897.53,,12.25,5,0,0,2.4,,-14
1750,term,South,home_improvement,2023-07-18,724,700,11452.46,7886.44,,7.53,3,1,0,17.8,,-24
1751,term,East,auto,2022-10-13,673,673,18536.67,9542.8,,11.77,4,0,0,27.0,,0
1752,term,West,debt_consolidation,2022-04-21,694,652,33983.11,5540.31,,11.35,5,0,1,32.9,,-42
1753,revolving,North,debt_consolidation,2022-10-05,703,689,16219.91,6608.16,16096.43,10.39,6,0,0,27.3,0.411,-14
1754,term,West,home_improvement,2023-05-28,592,562,15603.69,9960.36,,3.0,18,0,0,19.5,,-30
1755,term,West,auto,2024-08-21,692,662,19205.52,18099.94,,11.31,9,0,0,4.4,,-30
1756,term,West,home_improvement,2023-08-11,657,635,29284.55,19812.76,,12.62,6,0,0,17.0,,-22
1757,term,North,auto,2023-12-27,790,765,27289.45,19846.75,,9.7,0,0,0,12.4,,-25
1758,term,East,personal,2022-01-11,668,642,11568.74,2457.58,,11.75,9,0,0,36.2,,-26
1759,term,South,personal,2021-01-11,672,636,13203.88,6116.35,,8.83,8,0,0,48.4,,-36
1760,term,South,auto,2023-05-19,606,576,9502.41,5367.04,,6.65,11,0,1,19.8,,-30
1761,term,West,auto,2024-10-20,656,632,6898.68,6647.42,,8.71,4,0,0,2.4,,-24
1762,term,East,personal,2023-09-19,553,513,30831.94,23681.96,,13.67,20,0,0,15.7,,-40
1763,term,North,personal,2022-07-16,791,783,43747.36,17539.45,,10.16,0,0,0,30.0,,-8
1764,revolving,East,debt_consolidation,2021-05-12,715,687,35161.6,3516.16,9010.08,6.83,6,0,0,44.3,0.39,-28
1765,term,North,debt_consolidation,2021-10-15,657,632,32639.61,5227.2,,11.72,8,0,0,39.1,,-25
1766,term,North,debt_consolidation,2022-03-12,710,668,5694.33,3620.05,,11.38,4,0,0,34.2,,-42
1767,term,North,home_improvement,2024-06-12,622,584,3883.91,3231.74,,12.92,12,0,0,6.8,,-38
1768,revolving,West,debt_consolidation,2024-10-09,669,639,46819.88,44755.62,118991.61,5.7,8,0,0,2.8,0.376,-30
1769,revolving,East,debt_consolidation,2022-08-29,613,602,7368.04,1831.44,3570.78,6.93,12,0,0,28.5,0.513,-11
1770,term,North,personal,2023-12-01,588,556,6013.06,3782.36,,13.35,16,0,0,13.2,,-32
1771,term,East,debt_consolidation,2024-05-18,725,704,44711.52,37371.84,,8.29,7,0,0,7.6,,-21
1772,term,East,home_improvement,2024-09-13,673,659,36400.68,32686.36,,3.0,12,0,0,3.7,,-14
1773,term,South,auto,2024-11-06,576,527,2969.15,2897.15,,4.34,13,0,0,1.9,,-49
1774,term,South,personal,2023-01-20,630,606,15124.8,4506.79,,11.61,7,1,0,23.7,,-24
1775,term,South,debt_consolidation,2024-09-10,758,745,24045.21,21977.61,,7.51,2,1,0,3.8,,-13
1776,term,West,home_improvement,2024-01-10,636,597,9310.41,7687.11,,7.02,12,0,0,11.9,,-39
1777,revolving,East,personal,2021-02-08,717,702,10455.29,1045.53,1941.1,13.95,6,0,0,47.4,0.539,-15
1778,revolving,East,personal,2023-09-14,635,584,28730.66,23516.59,52994.53,9.7,12,0,0,15.8,0.444,-51
1779,revolving,East,debt_consolidation,2023-06-22,694,676,18579.38,12996.02,37207.77,12.2,10,0,0,18.6,0.349,-18
1780,term,West,auto,2023-04-24,711,713,43555.5,16826.95,,9.65,8,0,0,20.6,,2
1781,revolving,South,auto,2021-06-27,640,622,17264.04,1726.4,2645.39,7.8,10,1,1,42.8,0.653,-18
1782,term,North,auto,2024-01-17,671,644,16395.3,11031.69,,4.09,9,0,0,11.7,,-27
1783,term,West,debt_consolidation,2021-11-01,698,664,28802.92,11187.23,,7.6,8,0,0,38.6,,-34
1784,term,North,auto,2022-05-11,645,641,29021.13,16594.93,,7.92,13,0,0,32.2,,-4
1785,revolving,South,personal,2021-10-03,667,605,22477.21,11670.75,32111.2,5.54,9,0,0,39.5,0.363,-62
1786,term,South,debt_consolidation,2024-08-17,623,583,5323.34,5068.33,,11.2,13,0,0,4.6,,-40
1787,term,North,home_improvement,2022-04-03,686,657,13522.14,4661.82,,6.75,6,0,0,33.5,,-29
1788,term,South,auto,2023-08-24,744,714,10137.99,6715.68,,9.34,3,0,0,16.5,,-30
1789,term,West,personal,2023-08-02,610,571,13176.82,7778.38,,7.48,11,0,0,17.3,,-39
1790,term,East,debt_consolidation,2024-06-22,637,624,12572.22,11735.71,,6.37,15,0,0,6.4,,-13
1791,revolving,East,personal,2023-10-14,557,513,14576.92,12159.17,31400.31,4.63,19,0,0,14.8,0.387,-44
1792,term,South,auto,2024-02-22,710,693,10977.98,8707.18,,7.13,9,0,1,10.5,,-17
1793,term,East,debt_consolidation,2021-05-16,584,547,8539.76,2832.24,,8.3,20,0,0,44.2,,-37
1794,term,West,debt_consolidation,2024-06-28,710,678,15439.43,12575.19,,9.35,7,0,0,6.2,,-32
1795,term,East,auto,2023-12-04,714,711,39503.84,28840.26,,7.67,10,0,0,13.1,,-3
1796,term,East,debt_consolidation,2024-09-03,734,706,24697.7,23029.5,,9.16,2,0,0,4.0,,-28
1797,term,West,personal,2021-04-18,702,695,21728.44,2266.29,,9.74,10,1,0,45.1,,-7
1798,term,West,auto,2021-12-05,589,569,8088.9,3812.1,,11.3,10,1,1,37.4,,-20
1799,revolving,North,personal,2024-01-12,672,631,6641.6,4305.58,12306.09,12.45,10,0,0,11.8,0.35,-41
1800,term,South,personal,2023-03-01,691,664,14444.35,6870.99,,12.15,10,0,0,22.4,,-27
1801,term,West,auto,2024-12-13,711,720,9229.15,9134.59,,6.02,3,0,0,0.6,,9
1802,term,East,debt_consolidation,2022-02-16,714,683,15702.84,6597.26,,9.28,5,1,0,35.0,,-31
1803,term,West,personal,2022-11-04,654,635,7600.6,5195.94,,13.6,12,0,0,26.3,,-19
1804,term,West,auto,2024-07-09,673,656,2840.0,2621.85,,7.52,13,0,0,5.9,,-17
1805,revolving,South,home_improvement,2024-01-26,674,639,6641.75,4734.97,11602.04,12.98,9,0,0,11.4,0.408,-35
1806,revolving,West,home_improvement,2023-03-29,604,581,14778.04,6986.31,10636.63,9.97,22,0,1,21.5,0.657,-23
1807,revolving,East,personal,2023-06-08,621,568,11937.18,7563.16,17587.95,4.68,13,1,0,19.1,0.43,-53
1808,term,West,personal,2023-09-21,675,661,5874.48,4425.6,,14.91,12,0,0,15.6,,-14
1809,term,North,auto,2021-03-02,629,600,20436.22,5947.92,,11.5,15,0,0,46.7,,-29
1810,revolving,West,auto,2022-07-16,592,527,26018.55,6228.29,13227.06,10.21,12,0,0,30.0,0.471,-65
1811,term,East,debt_consolidation,2021-03-17,588,548,15742.15,6321.82,,10.17,19,0,0,46.2,,-40
1812,revolving,West,auto,2024-10-27,721,676,7224.87,6861.96,19962.21,9.88,1,0,0,2.2,0.344,-45
1813,term,North,debt_consolidation,2024-06-05,701,663,13974.24,12765.82,,7.5,11,0,0,7.0,,-38
1814,term,East,personal,2023-06-09,688,656,12184.75,5265.19,,11.15,9,0,0,19.1,,-32
1815,term,North,debt_consolidation,2024-06-08,660,642,30203.93,28002.54,,7.91,14,0,0,6.9,,-18
1816,term,East,personal,2022-05-14,645,598,29002.29,9064.81,,5.76,14,0,0,32.1,,-47
1817,term,West,auto,2021-12-02,559,515,22514.36,6879.93,,6.68,18,0,0,37.5,,-44
1818,term,East,auto,2022-03-14,715,673,11378.01,1833.14,,3.88,12,0,0,34.1,,-42
1819,term,West,personal,2023-12-27,655,613,4178.39,2925.79,,8.28,10,0,0,12.4,,-42
1820,term,North,debt_consolidation,2022-04-15,717,715,24404.24,13220.92,,5.75,8,0,0,33.1,,-2
1821,revolving,East,home_improvement,2023-12-18,623,595,15925.7,11282.49,33557.64,7.14,11,0,0,12.7,0.336,-28
1822,revolving,West,personal,2021-12-21,778,739,17163.1,9712.57,27757.94,4.63,0,0,0,36.9,0.35,-39
1823,term,East,home_improvement,2022-03-03,691,683,3478.69,1920.53,,4.28,3,0,0,34.5,,-8
1824,term,West,personal,2021-07-15,672,661,11969.7,2765.65,,14.87,2,0,0,42.2,,-11
1825,term,East,debt_consolidation,2021-12-15,618,581,12600.41,1260.04,,9.28,14,0,0,37.1,,-37
1826,term,West,debt_consolidation,2024-05-20,689,676,8216.67,7322.8,,8.04,3,0,0,7.5,,-13
1827,revolving,West,home_improvement,2023-11-19,716,717,11533.97,9191.07,16006.12,7.12,8,1,0,13.6,0.574,1
1828,term,North,personal,2021-05-22,545,507,46330.92,19740.16,,10.04,18,0,0,44.0,,-38
1829,revolving,West,auto,2024-11-09,671,630,27980.87,26971.26,42632.49,9.1,7,0,0,1.8,0.633,-41
1830,term,South,home_improvement,2023-02-25,672,657,13354.16,4781.33,,8.11,11,1,0,22.5,,-15
1831,term,East,debt_consolidation,2024-05-17,707,673,22191.17,19170.82,,10.17,6,0,0,7.6,,-34
1832,term,East,home_improvement,2024-07-18,579,533,31085.17,26022.24,,10.73,18,1,0,5.6,,-46
1833,term,North,home_improvement,2024-02-14,728,692,1333.37,958.11,,3.0,3,0,0,10.7,,-36
1834,revolving,South,personal,2021-03-30,724,711,3014.58,532.14,963.0,9.08,5,0,0,45.8,0.553,-13
1835,term,West,personal,2024-07-16,726,719,4975.61,4466.19,,10.16,5,0,0,5.6,,-7
1836,revolving,East,debt_consolidation,2022-04-26,640,605,24942.43,9579.2,16013.96,8.27,15,0,0,32.7,0.598,-35
1837,revolving,East,personal,2022-06-20,747,745,9652.77,1469.37,3056.76,4.51,2,0,0,30.9,0.481,-2
1838,revolving,West,home_improvement,2024-12-12,631,594,30201.23,29395.7,67127.75,7.93,14,0,0,0.7,0.438,-37
1839,revolving,South,auto,2022-01-30,553,513,24273.94,14419.1,30650.35,8.67,20,0,0,35.6,0.47,-40
1840,term,East,personal,2021-01-25,698,659,37169.42,10984.31,,9.68,5,0,0,47.9,,-39
1841,revolving,South,home_improvement,2024-02-03,676,641,20616.2,15985.22,31024.94,11.67,5,0,0,11.1,0.515,-35
1842,revolving,North,auto,2024-12-10,753,748,11446.8,11241.69,25263.62,11.92,2,0,0,0.7,0.445,-5
1843,revolving,North,personal,2023-12-25,617,577,39053.1,30983.32,85699.96,8.25,8,0,0,12.4,0.362,-40
1844,term,South,home_improvement,2023-11-19,659,618,9752.98,5843.22,,10.06,7,0,0,13.6,,-41
1845,revolving,North,debt_consolidation,2022-11-12,653,610,12901.87,7356.17,12826.0,8.66,13,0,0,26.0,0.574,-43
1846,term,South,debt_consolidation,2022-04-04,728,678,13671.89,4785.76,,11.7,3,0,0,33.4,,-50
1847,term,West,home_improvement,2023-11-12,614,567,4626.85,3554.3,,11.31,11,0,0,13.9,,-47
1848,revolving,East,personal,2023-11-06,756,714,24722.41,20505.35,39369.64,11.02,1,0,0,14.1,0.521,-42
1849,term,North,home_improvement,2024-06-08,635,594,18523.69,16748.57,,8.46,12,0,1,6.9,,-41
1850,term,South,auto,2022-10-05,653,620,9219.79,6437.21,,12.66,10,0,0,27.3,,-33
1851,term,South,auto,2024-10-12,682,651,8995.57,8392.13,,10.73,4,0,0,2.7,,-31
1852,term,South,auto,2021-08-16,619,590,20275.65,2143.55,,7.84,17,0,0,41.1,,-29
1853,term,East,auto,2023-02-03,703,685,27561.2,18455.72,,9.35,5,1,0,23.3,,-18
1854,term,East,personal,2022-05-30,695,654,25323.67,8154.21,,6.96,1,0,0,31.6,,-41
1855,revolving,East,home_improvement,2021-08-15,642,631,26576.06,2657.61,7574.18,10.39,9,0,0,41.2,0.351,-11
1856,revolving,North,personal,2024-12-30,697,682,9869.12,9663.49,21212.14,9.98,8,0,0,0.1,0.456,-15
1857,term,East,home_improvement,2021-10-14,698,685,31995.85,15593.16,,8.72,9,0,0,39.2,,-13
1858,term,South,home_improvement,2021-04-28,714,690,11348.11,1134.81,,5.89,1,0,0,44.8,,-24
1859,revolving,East,auto,2024-12-28,746,737,1830.71,1799.65,4783.39,10.75,2,1,0,0.1,0.376,-9
1860,term,North,auto,2024-05-12,705,709,8933.17,7006.3,,9.82,5,0,0,7.8,,4
1861,revolving,East,debt_consolidation,2024-10-24,709,700,11086.52,10790.36,31305.15,5.07,5,0,0,2.3,0.345,-9
1862,revolving,South,home_improvement,2021-03-06,613,590,37931.84,3793.18,7291.65,10.97,20,0,0,46.6,0.52,-23
1863,term,West,debt_consolidation,2022-12-22,587,519,15887.83,5153.37,,8.21,14,0,0,24.7,,-68
1864,revolving,North,personal,2023-10-15,646,626,5138.01,3450.56,8829.21,5.87,15,0,0,14.8,0.391,-20
1865,term,South,debt_consolidation,2024-02-07,699,678,15430.54,12070.53,,10.59,7,0,0,11.0,,-21
1866,term,East,auto,2023-04-07,704,671,10535.47,3850.06,,6.4,5,0,0,21.2,,-33
1867,revolving,North,auto,2021-09-12,528,478,28306.4,2830.64,6184.94,4.13,19,0,1,40.2,0.458,-50
1868,revolving,North,personal,2022-02-23,687,672,13108.06,4136.68,11242.31,9.52,6,0,0,34.8,0.368,-15
1869,term,South,home_improvement,2021-03-04,747,749,15332.01,4071.11,,6.63,0,0,0,46.6,,2
1870,revolving,North,personal,2022-10-20,815,798,24443.73,5940.71,13959.13,9.69,0,0,0,26.8,0.426,-17
1871,revolving,North,auto,2021-01-10,766,740,8895.76,889.58,1406.1,13.39,3,0,0,48.4,0.633,-26
1872,revolving,West,home_improvement,2023-12-07,648,605,30106.67,25160.49,74080.34,12.41,11,0,0,13.0,0.34,-43
1873,term,North,home_improvement,2021-05-03,645,592,4809.54,613.29,,8.06,13,0,0,44.6,,-53
1874,revolving,West,home_improvement,2022-01-14,709,683,8094.86,809.49,1875.36,8.63,5,0,0,36.1,0.432,-26
1875,revolving,South,auto,2021-02-02,728,716,20498.81,10662.35,19057.11,3.33,3,0,0,47.6,0.559,-12
1876,revolving,East,auto,2023-10-27,747,734,2923.52,2041.28,4880.9,6.01,3,0,0,14.4,0.418,-13
1877,revolving,South,personal,2022-06-17,715,677,27011.51,13667.81,21126.61,12.16,4,0,0,31.0,0.647,-38
1878,revolving,West,home_improvement,2024-12-08,606,580,30102.24,29315.13,60936.88,12.29,10,1,0,0.8,0.481,-26
1879,term,East,debt_consolidation,2022-04-19,596,559,9056.43,905.64,,14.73,20,0,0,32.9,,-37
1880,revolving,East,auto,2022-06-17,767,727,1347.66,736.02,1925.06,6.57,1,0,0,31.0,0.382,-40
1881,term,North,debt_consolidation,2022-09-15,670,614,30595.19,12433.62,,8.67,10,0,0,28.0,,-56
1882,revolving,North,debt_consolidation,2024-10-25,621,592,36761.79,35361.55,72346.54,5.46,13,0,0,2.3,0.489,-29
1883,revolving,East,debt_consolidation,2021-06-22,612,604,12086.24,1208.62,3111.52,9.07,9,0,0,43.0,0.388,-8
1884,term,East,auto,2022-09-01,647,589,1375.27,296.65,,12.7,13,0,0,28.4,,-58
1885,revolving,North,home_improvement,2024-10-29,775,762,41265.45,40349.85,90419.1,10.8,0,0,0,2.1,0.446,-13
1886,revolving,West,debt_consolidation,2023-08-04,665,635,21746.46,14339.74,26501.24,7.49,12,1,0,17.2,0.541,-30
1887,revolving,East,debt_consolidation,2024-11-11,723,697,15502.05,14758.68,37672.45,8.98,3,0,0,1.7,0.392,-26
1888,term,East,personal,2024-01-05,700,683,9647.05,8367.55,,4.81,1,0,1,12.1,,-17
1889,revolving,East,personal,2021-02-02,676,637,3528.2,1070.75,2851.69,6.51,8,0,0,47.6,0.375,-39
1890,term,East,debt_consolidation,2022-08-06,561,535,14187.78,6382.69,,10.24,14,0,0,29.3,,-26
1891,term,East,home_improvement,2022-07-24,730,721,28033.38,3182.84,,13.06,1,0,0,29.7,,-9
1892,revolving,North,personal,2024-01-01,635,619,38488.87,33242.38,65762.23,9.08,14,0,0,12.2,0.505,-16
1893,term,West,home_improvement,2024-08-19,580,555,12700.37,11862.31,,14.27,17,0,0,4.5,,-25
1894,revolving,North,debt_consolidation,2023-03-16,569,520,23548.93,14350.28,36510.78,13.26,22,1,0,21.9,0.393,-49
1895,revolving,South,auto,2021-07-01,715,687,21205.64,2120.56,4712.29,11.73,4,0,0,42.7,0.45,-28
1896,term,East,auto,2021-10-18,728,691,13339.59,6697.47,,9.22,4,0,0,39.0,,-37
1897,term,South,auto,2022-06-03,542,497,13391.41,1603.78,,8.82,21,0,0,31.4,,-45
1898,term,South,debt_consolidation,2021-09-17,648,612,13567.23,1356.72,,5.59,15,0,0,40.1,,-36
1899,term,North,personal,2023-03-13,701,687,20458.69,13754.01,,8.15,5,0,0,22.0,,-14
1900,term,West,personal,2022-12-27,689,662,12018.16,7299.98,,3.14,9,0,0,24.5,,-27
1901,revolving,East,personal,2021-09-06,649,594,8260.12,3582.43,9738.28,6.38,11,0,0,40.4,0.368,-55
1902,term,South,personal,2021-07-22,674,652,26938.8,8241.01,,9.96,6,0,0,42.0,,-22
1903,revolving,South,debt_consolidation,2023-10-30,736,710,23054.45,18047.54,33212.4,9.15,5,0,0,14.3,0.543,-26
1904,term,South,home_improvement,2021-05-23,706,695,20829.62,9547.33,,13.96,5,0,0,44.0,,-11
1905,term,North,personal,2024-01-21,718,702,17619.87,12421.75,,4.72,4,0,0,11.5,,-16
1906,term,West,personal,2024-08-02,653,615,19039.57,17850.86,,14.87,9,0,0,5.1,,-38
1907,revolving,East,personal,2022-01-04,603,573,21341.2,4031.35,8085.02,9.79,17,0,0,36.4,0.499,-30
1908,term,East,personal,2021-10-27,694,692,4968.86,1784.55,,10.97,11,1,0,38.7,,-2
1909,term,North,personal,2021-10-06,728,679,8403.22,2565.59,,13.69,2,0,0,39.4,,-49
1910,term,West,home_improvement,2024-09-09,639,618,8732.15,7779.66,,10.99,7,0,1,3.8,,-21
1911,term,East,auto,2022-04-17,693,655,10340.02,6223.46,,3.0,5,0,0,33.0,,-38
1912,revolving,North,personal,2022-07-23,679,633,6171.98,2698.03,7001.95,15.18,7,0,0,29.8,0.385,-46
1913,term,East,auto,2022-03-05,580,543,8687.01,2444.01,,7.51,19,0,0,34.4,,-37
1914,revolving,South,personal,2023-10-13,670,640,1237.26,841.11,1584.14,7.38,4,0,0,14.9,0.531,-30
1915,term,East,personal,2024-06-05,690,664,2710.8,2162.47,,11.71,10,0,0,7.0,,-26
